,cif
10,"# generated using pymatgen
data_Hf
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.05469737
_cell_length_b   5.05469716
_cell_length_c   5.05469791
_cell_angle_alpha   59.30216890
_cell_angle_beta   59.30217008
_cell_angle_gamma   59.30217095
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf
_chemical_formula_sum   Hf4
_cell_volume   89.86992881
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.29000000  0.84000000  0.85000000  1
  Hf  Hf1  1  0.54000000  0.09000000  0.10000000  1
  Hf  Hf2  1  0.79000000  0.34000000  0.35000000  1
  Hf  Hf3  1  0.04000000  0.59000000  0.60000000  1
"
11,"# generated using pymatgen
data_Hf
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.57663067
_cell_length_b   7.60285052
_cell_length_c   5.13874241
_cell_angle_alpha   51.73239622
_cell_angle_beta   91.26917913
_cell_angle_gamma   71.04074152
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf
_chemical_formula_sum   Hf8
_cell_volume   181.95159493
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.23765940  0.15298741  0.14521947  1
  Hf  Hf1  1  0.76702397  0.56897265  0.77619707  1
  Hf  Hf2  1  -0.00048606  0.13094588  0.66010385  1
  Hf  Hf3  1  0.50340384  0.77533157  0.07212110  1
  Hf  Hf4  1  0.73538602  0.08181278  0.18597187  1
  Hf  Hf5  1  0.01063304  0.63363645  0.21969845  1
  Hf  Hf6  1  0.27032075  0.64138185  0.70671280  1
  Hf  Hf7  1  0.49605904  0.27493142  0.51397539  1
"
12,"# generated using pymatgen
data_GdCu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34495345
_cell_length_b   7.52570662
_cell_length_c   5.85347861
_cell_angle_alpha   66.05305198
_cell_angle_beta   89.67769010
_cell_angle_gamma   54.93507906
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCu3
_chemical_formula_sum   'Gd2 Cu6'
_cell_volume   136.39182314
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.66133761  0.16020261  0.18049129  1
  Gd  Gd1  1  0.87488472  0.44818701  0.55184866  1
  Cu  Cu2  1  0.39141156  0.93110846  0.02243678  1
  Cu  Cu3  1  0.13756900  0.68034691  0.70463688  1
  Cu  Cu4  1  0.37170630  0.94214947  0.57304789  1
  Cu  Cu5  1  -0.20687042  0.53982178  0.00415414  1
  Cu  Cu6  1  0.75058250  0.06497284  0.73213492  1
  Cu  Cu7  1  0.16937871  0.66321093  0.16124945  1
"
13,"# generated using pymatgen
data_CsHg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.53083685
_cell_length_b   7.53083668
_cell_length_c   7.53083697
_cell_angle_alpha   59.56176579
_cell_angle_beta   59.56176465
_cell_angle_gamma   59.56176747
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsHg3
_chemical_formula_sum   'Cs2 Hg6'
_cell_volume   298.99656378
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.21000000  0.77000000  0.52000000  1
  Cs  Cs1  1  0.71000000  0.27000000  0.02000000  1
  Hg  Hg2  1  0.21000000  0.27000000  0.02000000  1
  Hg  Hg3  1  0.71000000  0.77000000  0.52000000  1
  Hg  Hg4  1  0.21000000  0.77000000  0.02000000  1
  Hg  Hg5  1  0.71000000  0.27000000  0.52000000  1
  Hg  Hg6  1  0.71000000  0.77000000  0.02000000  1
  Hg  Hg7  1  0.21000000  0.27000000  0.52000000  1
"
14,"# generated using pymatgen
data_MgAl
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.78671362
_cell_length_b   4.78671356
_cell_length_c   4.78671371
_cell_angle_alpha   59.74713779
_cell_angle_beta   59.74713921
_cell_angle_gamma   59.74714005
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgAl
_chemical_formula_sum   'Mg2 Al2'
_cell_volume   77.10746347
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.19000000  0.97000000  0.05000000  1
  Mg  Mg1  1  0.69000000  0.47000001  0.55000000  1
  Al  Al2  1  0.44000000  0.22000000  0.30000000  1
  Al  Al3  1  0.94000000  0.71999999  0.80000000  1
"
15,"# generated using pymatgen
data_YbGaCu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.51985208
_cell_length_b   4.51985207
_cell_length_c   4.51985183
_cell_angle_alpha   59.77518325
_cell_angle_beta   59.77518116
_cell_angle_gamma   59.77518310
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YbGaCu2
_chemical_formula_sum   'Yb1 Ga1 Cu2'
_cell_volume   64.95837945
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.22000000  0.74000000  0.40000000  1
  Ga  Ga1  1  0.72000000  0.24000000  0.90000000  1
  Cu  Cu2  1  0.46981328  0.98981328  0.64981328  1
  Cu  Cu3  1  0.97018672  0.49018672  0.15018672  1
"
16,"# generated using pymatgen
data_Hf
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.80097980
_cell_length_b   6.80105577
_cell_length_c   5.23573946
_cell_angle_alpha   67.36401430
_cell_angle_beta   67.36554387
_cell_angle_gamma   104.82662143
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf
_chemical_formula_sum   Hf8
_cell_volume   181.62545838
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.72088335  0.48583877  0.76521225  1
  Hf  Hf1  1  0.95416120  0.71911670  0.02478767  1
  Hf  Hf2  1  0.45416120  0.21911670  0.52478767  1
  Hf  Hf3  1  0.22088335  0.98583876  0.26521225  1
  Hf  Hf4  1  0.71522200  0.99026655  0.01221372  1
  Hf  Hf5  1  0.94973345  0.22477798  0.27778636  1
  Hf  Hf6  1  0.21522200  0.49026655  0.51221372  1
  Hf  Hf7  1  0.44973345  0.72477798  0.77778636  1
"
17,"# generated using pymatgen
data_K3Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.42205529
_cell_length_b   8.97876305
_cell_length_c   7.24000833
_cell_angle_alpha   43.75330216
_cell_angle_beta   60.22531653
_cell_angle_gamma   61.37380176
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K3Sb
_chemical_formula_sum   'K6 Sb2'
_cell_volume   398.41129253
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  1.04750331  0.47429512  0.17232029  1
  K  K1  1  0.34750058  0.83323742  0.52557425  1
  K  K2  1  0.61055483  0.72647850  0.05528680  1
  K  K3  1  0.73862661  0.20698486  0.75989663  1
  K  K4  1  0.49239583  0.31227198  0.22270257  1
  K  K5  1  0.08916862  0.98972741  0.07110660  1
  Sb  Sb6  1  0.36398167  0.29107370  0.81200629  1
  Sb  Sb7  1  0.74026854  0.74593103  0.45110658  1
"
18,"# generated using pymatgen
data_Hf2Si3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38696824
_cell_length_b   7.82486860
_cell_length_c   8.06028636
_cell_angle_alpha   40.08855145
_cell_angle_beta   60.87465586
_cell_angle_gamma   82.84607817
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf2Si3
_chemical_formula_sum   'Hf4 Si6'
_cell_volume   171.58263050
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.05408348  0.02909342  1.01970236  1
  Hf  Hf1  1  0.86293928  0.28856558  0.43359657  1
  Hf  Hf2  1  0.70646498  0.61470308  0.81966916  1
  Hf  Hf3  1  0.39037198  0.70283198  0.32311512  1
  Si  Si4  1  0.36437393  0.28190509  0.43418170  1
  Si  Si5  1  0.93001072  0.80604700  0.90400890  1
  Si  Si6  1  0.60486456  0.03613948  0.37244655  1
  Si  Si7  1  0.18517532  0.51326448  0.85466568  1
  Si  Si8  1  0.24321195  0.09548677  0.25021227  1
  Si  Si9  1  0.66850381  0.40196311  0.68840171  1
"
19,"# generated using pymatgen
data_CsH
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55849479
_cell_length_b   4.55849475
_cell_length_c   19.35279298
_cell_angle_alpha   90.00000009
_cell_angle_beta   89.99999792
_cell_angle_gamma   90.00000012
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsH
_chemical_formula_sum   'Cs6 H6'
_cell_volume   402.14861151
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.97000000  0.49000000  0.03000596  1
  Cs  Cs1  1  0.97000001  0.49000000  0.36321211  1
  Cs  Cs2  1  0.97000001  0.49000000  0.69666799  1
  Cs  Cs3  1  0.46999999  0.99000000  0.53000595  1
  Cs  Cs4  1  0.47000001  0.99000000  0.86321210  1
  Cs  Cs5  1  0.47000000  0.99000000  0.19666799  1
  H  H6  1  0.97000000  0.49000000  0.19890363  1
  H  H7  1  0.97000000  0.49000000  0.52592758  1
  H  H8  1  0.97000000  0.49000000  0.86528273  1
  H  H9  1  0.47000000  0.99000000  0.69890364  1
  H  H10  1  0.47000000  0.99000000  0.02592759  1
  H  H11  1  0.47000000  0.99000000  0.36528273  1
"
20,"# generated using pymatgen
data_MgTc
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.42867409
_cell_length_b   6.66516308
_cell_length_c   6.48865062
_cell_angle_alpha   103.08481632
_cell_angle_beta   87.54936222
_cell_angle_gamma   107.94109903
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTc
_chemical_formula_sum   'Mg6 Tc6'
_cell_volume   217.47079569
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.46971201  0.32958318  0.65547926  1
  Mg  Mg1  1  0.06787688  0.16948407  0.32152145  1
  Mg  Mg2  1  0.75488366  0.76807688  0.96189042  1
  Mg  Mg3  1  0.60014814  0.32673824  0.09946872  1
  Mg  Mg4  1  0.93203396  0.70798572  0.41708931  1
  Mg  Mg5  1  0.29236746  0.89994973  0.81582404  1
  Tc  Tc6  1  1.00974190  0.45355957  0.71020029  1
  Tc  Tc7  1  0.48969088  0.95724504  0.30598878  1
  Tc  Tc8  1  0.74781214  0.02800992  0.62917290  1
  Tc  Tc9  1  1.03570105  0.20946827  0.92564435  1
  Tc  Tc10  1  0.23540075  0.59641292  0.07799614  1
  Tc  Tc11  1  0.40463117  0.63348646  0.43972435  1
"
21,"# generated using pymatgen
data_LiNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.89138260
_cell_length_b   6.80296864
_cell_length_c   4.42409928
_cell_angle_alpha   77.54048427
_cell_angle_beta   93.61424569
_cell_angle_gamma   40.47335659
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNi
_chemical_formula_sum   'Li4 Ni4'
_cell_volume   87.10778230
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.25052638  0.49035012  0.46261577  1
  Li  Li1  1  0.94945576  0.06236886  0.38718029  1
  Li  Li2  1  0.74130390  0.99248261  -0.04082969  1
  Li  Li3  1  0.44852785  0.56490127  0.89090691  1
  Ni  Ni4  1  0.71909773  0.54450989  0.40819120  1
  Ni  Ni5  1  0.21362845  0.04569821  0.90699581  1
  Ni  Ni6  1  0.47815961  1.00998317  0.44239332  1
  Ni  Ni7  1  0.97930033  0.50970587  -0.05745363  1
"
22,"# generated using pymatgen
data_TiFe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17329514
_cell_length_b   4.17329508
_cell_length_c   4.17306096
_cell_angle_alpha   60.07917331
_cell_angle_beta   60.07917395
_cell_angle_gamma   59.99391680
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiFe
_chemical_formula_sum   'Ti2 Fe2'
_cell_volume   51.45132881
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.11000000  0.07000000  0.20000001  1
  Ti  Ti1  1  0.61000000  0.57000001  0.69999998  1
  Fe  Fe2  1  0.86000000  0.82000000  0.95000001  1
  Fe  Fe3  1  0.36000000  0.32000000  0.45000000  1
"
