,cif
10,"# generated using pymatgen
data_Sc3Mo2WC2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.25781045
_cell_length_b   5.05538613
_cell_length_c   7.63194470
_cell_angle_alpha   77.68269062
_cell_angle_beta   89.95991386
_cell_angle_gamma   90.04469401
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc3Mo2WC2
_chemical_formula_sum   'Sc3 Mo2 W1 C2'
_cell_volume   122.80081552
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.68923149  0.20776724  0.11220782  1
  Sc  Sc1  1  0.19418391  0.38784695  0.75245189  1
  Sc  Sc2  1  0.68902868  0.62202137  0.38377925  1
  Mo  Mo3  1  0.19075721  0.73745307  0.04238454  1
  Mo  Mo4  1  0.19378125  0.04725118  0.48742746  1
  W  W5  1  0.69352790  0.87263730  0.77614824  1
  C  C6  1  0.69490718  0.23664680  0.59217297  1
  C  C7  1  0.18861213  0.92327458  0.25050564  1
"
11,"# generated using pymatgen
data_Ca7EuGaSn2Ru
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26304283
_cell_length_b   7.67205189
_cell_length_c   12.07080603
_cell_angle_alpha   90.44598150
_cell_angle_beta   89.89153628
_cell_angle_gamma   106.10599989
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca7EuGaSn2Ru
_chemical_formula_sum   'Ca7 Eu1 Ga1 Sn2 Ru1'
_cell_volume   379.28421418
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.23517843  0.55995318  0.03120661  1
  Ca  Ca1  1  0.33274282  0.75033685  0.31152063  1
  Ca  Ca2  1  0.78382197  0.65472857  0.57919435  1
  Ca  Ca3  1  0.50184392  0.09565762  0.54077831  1
  Ca  Ca4  1  0.61274295  0.30440324  0.25860284  1
  Ca  Ca5  1  0.13738728  0.35887032  0.76334857  1
  Ca  Ca6  1  0.39154324  0.86823968  0.81675297  1
  Eu  Eu7  1  0.94500231  0.97861697  0.07065963  1
  Ga  Ga8  1  0.97022374  0.03047777  0.35403017  1
  Sn  Sn9  1  0.58881751  0.26369807  0.95644034  1
  Sn  Sn10  1  0.15170036  0.39054296  0.46256581  1
  Ru  Ru11  1  0.75962930  0.60299472  0.86383959  1
"
12,"# generated using pymatgen
data_MgAg(BiPd)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40444182
_cell_length_b   5.50232707
_cell_length_c   5.75398009
_cell_angle_alpha   86.05298238
_cell_angle_beta   90.17572923
_cell_angle_gamma   113.59750798
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgAg(BiPd)2
_chemical_formula_sum   'Mg1 Ag1 Bi2 Pd2'
_cell_volume   127.43658776
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.30956748  0.20622750  0.85792608  1
  Ag  Ag1  1  0.30974928  0.20653722  0.35857100  1
  Bi  Bi2  1  0.61114408  0.81564938  0.60250143  1
  Bi  Bi3  1  0.00631469  0.59584757  0.11367854  1
  Pd  Pd4  1  0.70605765  0.99911558  0.09220866  1
  Pd  Pd5  1  0.91382026  0.41240168  0.62408212  1
"
13,"# generated using pymatgen
data_MnOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.65075045
_cell_length_b   4.63094401
_cell_length_c   6.31358252
_cell_angle_alpha   90.02263325
_cell_angle_beta   90.00852810
_cell_angle_gamma   90.01327609
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnOF
_chemical_formula_sum   'Mn4 O4 F4'
_cell_volume   135.97791523
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.02973517  0.67794094  0.68348261  1
  Mn  Mn1  1  0.58006014  0.17473316  0.42998016  1
  Mn  Mn2  1  0.53060944  0.13110768  0.93272772  1
  Mn  Mn3  1  0.08055689  0.62785032  0.18343448  1
  O  O4  1  0.37990969  0.33098038  0.18276347  1
  O  O5  1  0.88061301  0.47025015  0.43085194  1
  O  O6  1  0.23545570  0.83113058  0.93514347  1
  O  O7  1  0.73264721  0.97217370  0.68249678  1
  F  F8  1  0.33334158  0.37122804  0.67988408  1
  F  F9  1  0.77695876  0.93344176  0.18176916  1
  F  F10  1  0.27646224  0.87047658  0.43052877  1
  F  F11  1  0.83705314  0.43211759  0.93497347  1
"
14,"# generated using pymatgen
data_Ba4Li2Bi3Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.12357124
_cell_length_b   7.27683583
_cell_length_c   7.27579471
_cell_angle_alpha   90.47023726
_cell_angle_beta   89.95634774
_cell_angle_gamma   89.76011565
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba4Li2Bi3Sb
_chemical_formula_sum   'Ba4 Li2 Bi3 Sb1'
_cell_volume   377.13966856
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.43057136  0.12763732  0.22313251  1
  Ba  Ba1  1  0.92869054  0.12693554  0.77916885  1
  Ba  Ba2  1  0.92503694  0.68653398  0.22158827  1
  Ba  Ba3  1  0.42827052  0.68303504  0.78358471  1
  Li  Li4  1  0.68239391  0.40610343  0.50023928  1
  Li  Li5  1  0.17660988  0.40640711  0.49961803  1
  Bi  Bi6  1  0.42876207  0.18339124  0.72398750  1
  Bi  Bi7  1  0.42529176  0.62856472  0.28104594  1
  Bi  Bi8  1  0.92849740  0.62851405  0.72333387  1
  Sb  Sb9  1  0.92954158  0.18617019  0.27833558  1
"
15,"# generated using pymatgen
data_Mg2IrRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12142416
_cell_length_b   3.12961830
_cell_length_c   6.16268409
_cell_angle_alpha   90.06224216
_cell_angle_beta   89.99054723
_cell_angle_gamma   90.04501054
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2IrRh
_chemical_formula_sum   'Mg2 Ir1 Rh1'
_cell_volume   60.20238133
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.84668767  0.61950952  0.36336130  1
  Mg  Mg1  1  0.84779759  0.61691504  0.86800977  1
  Ir  Ir2  1  0.34856540  0.11673744  0.61593114  1
  Rh  Rh3  1  0.34652500  0.11947433  0.11512304  1
"
16,"# generated using pymatgen
data_GePd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.42903911
_cell_length_b   4.38350531
_cell_length_c   4.35840538
_cell_angle_alpha   61.41539909
_cell_angle_beta   61.49379603
_cell_angle_gamma   60.79602911
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GePd3
_chemical_formula_sum   'Ge1 Pd3'
_cell_volume   61.49003638
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.68662922  0.07867733  0.19361001  1
  Pd  Pd1  1  0.93378311  0.32450909  0.44339293  1
  Pd  Pd2  1  0.44590222  0.82617120  0.94868845  1
  Pd  Pd3  1  0.19303832  0.57075434  0.69517937  1
"
17,"# generated using pymatgen
data_Dy4Cu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.69799325
_cell_length_b   7.40681830
_cell_length_c   7.62037702
_cell_angle_alpha   89.87061020
_cell_angle_beta   89.97587722
_cell_angle_gamma   90.02451397
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy4Cu3
_chemical_formula_sum   'Dy8 Cu6'
_cell_volume   321.60951845
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.42013165  0.50164296  0.06406501  1
  Dy  Dy1  1  0.19329875  0.99995595  0.56425848  1
  Dy  Dy2  1  0.16677118  0.51846494  0.61094915  1
  Dy  Dy3  1  0.66724205  0.25651338  0.71082923  1
  Dy  Dy4  1  0.44756756  0.02178263  0.10620248  1
  Dy  Dy5  1  0.94691923  0.75652829  0.21338834  1
  Dy  Dy6  1  0.92282494  0.27646838  0.25525996  1
  Dy  Dy7  1  0.69105522  0.77583396  0.75366606  1
  Cu  Cu8  1  0.18546009  0.79631421  0.87915872  1
  Cu  Cu9  1  0.55061997  0.64176962  0.41030892  1
  Cu  Cu10  1  0.05892535  0.14213595  0.90810454  1
  Cu  Cu11  1  0.42675506  0.29627777  0.37776389  1
  Cu  Cu12  1  0.68758066  0.98284736  0.44015176  1
  Cu  Cu13  1  0.92215056  0.48327791  0.94253449  1
"
18,"# generated using pymatgen
data_BaYbGd2TmGa8Co
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.60387277
_cell_length_b   5.60756082
_cell_length_c   11.10943791
_cell_angle_alpha   90.03299861
_cell_angle_beta   90.05668245
_cell_angle_gamma   120.01459664
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaYbGd2TmGa8Co
_chemical_formula_sum   'Ba1 Yb1 Gd2 Tm1 Ga8 Co1'
_cell_volume   302.28774071
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.13128310  0.31602285  0.51725626  1
  Yb  Yb1  1  0.46111792  0.98096584  0.66662744  1
  Gd  Gd2  1  0.46365214  0.98361663  0.96709871  1
  Gd  Gd3  1  0.79741135  0.65123832  0.06577339  1
  Tm  Tm4  1  0.79839241  0.65074623  0.35791848  1
  Ga  Ga5  1  0.44626301  0.47413641  0.83424301  1
  Ga  Ga6  1  0.28774918  0.16098253  0.20406604  1
  Ga  Ga7  1  0.81908082  0.16273668  0.20399069  1
  Ga  Ga8  1  0.97168383  0.47463658  0.83414125  1
  Ga  Ga9  1  0.28780610  0.63052233  0.20420008  1
  Ga  Ga10  1  0.79896464  0.65043106  0.63304109  1
  Ga  Ga11  1  0.46490943  0.98239981  0.39116372  1
  Ga  Ga12  1  0.97130399  1.00001820  0.83425358  1
  Co  Co13  1  0.13073831  0.31741616  0.01902251  1
"
19,"# generated using pymatgen
data_Hf2Ti3Si2Sn2Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.72226333
_cell_length_b   4.72172464
_cell_length_c   9.98352676
_cell_angle_alpha   76.15740832
_cell_angle_beta   90.06040395
_cell_angle_gamma   119.97522431
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf2Ti3Si2Sn2Sb
_chemical_formula_sum   'Hf2 Ti3 Si2 Sn2 Sb1'
_cell_volume   185.36220936
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.25674696  0.46969826  0.23412751  1
  Hf  Hf1  1  0.65137231  0.25385466  0.05552922  1
  Ti  Ti2  1  0.86826800  0.69653443  0.40007166  1
  Ti  Ti3  1  0.46696116  0.89219510  0.61166065  1
  Ti  Ti4  1  0.05542016  0.06541432  0.84419485  1
  Si  Si5  1  0.95966748  0.87110037  0.12728786  1
  Si  Si6  1  0.55446975  0.06839026  0.34148548  1
  Sn  Sn7  1  0.36585581  0.68475480  0.91387140  1
  Sn  Sn8  1  0.76219647  0.48082696  0.72560578  1
  Sb  Sb9  1  0.15717175  0.27333542  0.54044743  1
"
20,"# generated using pymatgen
data_Hf2ZnRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.30439420
_cell_length_b   3.28616016
_cell_length_c   7.33083412
_cell_angle_alpha   63.46724511
_cell_angle_beta   90.01492722
_cell_angle_gamma   90.15945735
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf2ZnRu
_chemical_formula_sum   'Hf2 Zn1 Ru1'
_cell_volume   71.21956793
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.97529021  0.42678537  0.42686330  1
  Hf  Hf1  1  0.95545048  0.91832107  0.95804670  1
  Zn  Zn2  1  0.46070541  0.67810326  0.69121597  1
  Ru  Ru3  1  0.46592069  0.17167968  0.19249479  1
"
