,cif
887,"# generated using pymatgen
data_TbAl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.27351786
_cell_length_b   6.28806270
_cell_length_c   4.64659149
_cell_angle_alpha   89.99999981
_cell_angle_beta   89.99999764
_cell_angle_gamma   119.99691742
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbAl3
_chemical_formula_sum   'Tb2 Al6'
_cell_volume   158.74739839
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.32169081  0.30415086  0.90999998  1
  Tb  Tb1  1  0.98590778  0.63411304  0.41000000  1
  Al  Al2  1  0.50655894  0.11292626  0.41000001  1
  Al  Al3  1  -0.05193892  0.11330181  0.41000000  1
  Al  Al4  1  0.50718599  0.67341486  0.41000000  1
  Al  Al5  1  0.80058297  0.82151600  0.91000001  1
  Al  Al6  1  0.35860972  0.81867107  0.90999999  1
  Al  Al7  1  0.80140271  0.26190611  0.91000001  1
"
888,"# generated using pymatgen
data_TbMg3Ni2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.63665448
_cell_length_b   4.39804602
_cell_length_c   6.18459197
_cell_angle_alpha   69.21937736
_cell_angle_beta   35.25707421
_cell_angle_gamma   73.31019834
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbMg3Ni2
_chemical_formula_sum   'Tb1 Mg3 Ni2'
_cell_volume   112.10282660
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.95473406  0.70977760  0.51446489  1
  Mg  Mg1  1  0.44679803  0.22651405  -0.00844700  1
  Mg  Mg2  1  0.44779984  0.49264867  0.46459658  1
  Mg  Mg3  1  -0.03478329  0.99417264  0.94101436  1
  Ni  Ni4  1  0.46903008  0.86176983  0.69912837  1
  Ni  Ni5  1  0.93642128  0.35511721  0.22924280  1
"
889,"# generated using pymatgen
data_NdSbRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.59439157
_cell_length_b   4.59439181
_cell_length_c   13.72351880
_cell_angle_alpha   90.00000098
_cell_angle_beta   90.00000282
_cell_angle_gamma   89.99999983
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdSbRh
_chemical_formula_sum   'Nd4 Sb4 Rh4'
_cell_volume   289.68200442
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.77000000  0.13000001  0.85973199  1
  Nd  Nd1  1  0.26999999  0.63000000  0.56795087  1
  Nd  Nd2  1  0.27000000  0.63000000  0.06859309  1
  Nd  Nd3  1  0.77000000  0.13000000  0.36036151  1
  Sb  Sb4  1  0.26999999  0.63000000  0.82474687  1
  Sb  Sb5  1  0.77000001  0.13000000  0.60303918  1
  Sb  Sb6  1  0.77000000  0.13000000  0.10348940  1
  Sb  Sb7  1  0.27000000  0.63000000  0.32538104  1
  Rh  Rh8  1  0.77000001  0.63000000  0.71386914  1
  Rh  Rh9  1  0.27000000  0.13000000  0.71386915  1
  Rh  Rh10  1  0.77000000  0.63000000  0.21448389  1
  Rh  Rh11  1  0.27000000  0.12999999  0.21448389  1
"
890,"# generated using pymatgen
data_Gd3In
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.49992393
_cell_length_b   5.49992381
_cell_length_c   5.49992395
_cell_angle_alpha   59.91689319
_cell_angle_beta   59.91689379
_cell_angle_gamma   59.91689277
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd3In
_chemical_formula_sum   'Gd3 In1'
_cell_volume   117.41822992
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.87003242  0.93003242  0.38003242  1
  Gd  Gd1  1  0.36996758  0.42996758  0.87996758  1
  Gd  Gd2  1  0.12000000  0.18000000  0.63000000  1
  In  In3  1  0.62000000  0.68000000  0.13000000  1
"
891,"# generated using pymatgen
data_TbGa3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.24222642
_cell_length_b   5.24222672
_cell_length_c   5.26317450
_cell_angle_alpha   131.97571312
_cell_angle_beta   131.97570900
_cell_angle_gamma   70.37694897
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbGa3
_chemical_formula_sum   'Tb1 Ga3'
_cell_volume   78.29564636
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.06000000  0.56000000  0.26999999  1
  Ga  Ga1  1  0.56000000  0.06000000  0.27000000  1
  Ga  Ga2  1  0.80943689  0.81056310  0.77000000  1
  Ga  Ga3  1  0.31056311  0.30943690  0.77000000  1
"
892,"# generated using pymatgen
data_Mg3Ga
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.89910557
_cell_length_b   4.89910535
_cell_length_c   4.89910553
_cell_angle_alpha   59.99395307
_cell_angle_beta   59.99395072
_cell_angle_gamma   59.99395255
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3Ga
_chemical_formula_sum   'Mg3 Ga1'
_cell_volume   83.13345257
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.40990088  0.16990088  0.38990088  1
  Mg  Mg1  1  0.91009912  0.67009912  0.89009912  1
  Mg  Mg2  1  0.16000000  0.92000001  0.14000000  1
  Ga  Ga3  1  0.66000000  0.42000000  0.64000000  1
"
893,"# generated using pymatgen
data_GdCoGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95297226
_cell_length_b   5.13813474
_cell_length_c   5.99812728
_cell_angle_alpha   72.97773422
_cell_angle_beta   89.99999694
_cell_angle_gamma   89.99999894
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdCoGe
_chemical_formula_sum   'Gd2 Co2 Ge2'
_cell_volume   116.49025983
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.69000000  0.22043125  0.66654580  1
  Gd  Gd1  1  0.19000001  0.31654932  0.17298214  1
  Co  Co2  1  0.68999999  0.64777390  0.86985528  1
  Co  Co3  1  0.19000000  0.88908240  0.97015667  1
  Ge  Ge4  1  0.69000000  0.79709688  0.22319079  1
  Ge  Ge5  1  0.19000000  0.73906625  0.61726931  1
"
894,"# generated using pymatgen
data_YPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.03469652
_cell_length_b   5.03469652
_cell_length_c   5.03392442
_cell_angle_alpha   131.26634522
_cell_angle_beta   131.26634472
_cell_angle_gamma   71.41378310
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YPd3
_chemical_formula_sum   'Y1 Pd3'
_cell_volume   70.54830331
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.39000001  0.15000000  0.54000001  1
  Pd  Pd1  1  0.14019660  0.39980340  0.04000001  1
  Pd  Pd2  1  0.63980340  0.90019660  0.03999999  1
  Pd  Pd3  1  0.88999999  0.65000000  0.53999999  1
"
895,"# generated using pymatgen
data_TmGa6Ni
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.67011668
_cell_length_b   6.33562332
_cell_length_c   4.97044646
_cell_angle_alpha   119.18898303
_cell_angle_beta   57.77765817
_cell_angle_gamma   102.54539705
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmGa6Ni
_chemical_formula_sum   'Tm1 Ga6 Ni1'
_cell_volume   154.87158406
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.75265259  0.02839213  0.43132207  1
  Ga  Ga1  1  0.53981640  0.19559946  0.19620453  1
  Ga  Ga2  1  0.97843059  0.84956693  0.64352522  1
  Ga  Ga3  1  0.12691852  0.45008979  0.93881053  1
  Ga  Ga4  1  0.37493322  0.66047530  0.52619320  1
  Ga  Ga5  1  0.77110732  0.52871431  0.89850193  1
  Ga  Ga6  1  0.23830247  0.10815747  0.97926419  1
  Ni  Ni7  1  0.73783890  0.53900461  0.43617834  1
"
896,"# generated using pymatgen
data_MgGaIr2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34806523
_cell_length_b   4.34806524
_cell_length_c   4.34806521
_cell_angle_alpha   59.88131851
_cell_angle_beta   59.88131814
_cell_angle_gamma   59.88131878
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgGaIr2
_chemical_formula_sum   'Mg1 Ga1 Ir2'
_cell_volume   57.96984031
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.21000000  0.23000000  0.21000000  1
  Ga  Ga1  1  0.71000000  0.73000000  0.71000000  1
  Ir  Ir2  1  0.45992281  0.47992281  0.45992280  1
  Ir  Ir3  1  0.96007719  0.98007719  0.96007720  1
"
897,"# generated using pymatgen
data_Gd3MgGa4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.23115992
_cell_length_b   6.23115988
_cell_length_c   6.23115991
_cell_angle_alpha   109.45471831
_cell_angle_beta   109.45471888
_cell_angle_gamma   109.45471883
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd3MgGa4
_chemical_formula_sum   'Gd3 Mg1 Ga4'
_cell_volume   186.35877853
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.23000000  0.47000000  0.31000000  1
  Gd  Gd1  1  0.73000000  0.97000000  0.31000000  1
  Gd  Gd2  1  0.23000000  0.97000000  0.81000000  1
  Mg  Mg3  1  0.73000000  0.47000000  0.81000000  1
  Ga  Ga4  1  0.23000000  0.97000000  0.31000000  1
  Ga  Ga5  1  0.73000000  0.97000000  0.81000000  1
  Ga  Ga6  1  0.73000000  0.47000000  0.31000000  1
  Ga  Ga7  1  0.23000000  0.47000000  0.81000000  1
"
898,"# generated using pymatgen
data_Y2RuRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.85270124
_cell_length_b   4.85270124
_cell_length_c   4.85270133
_cell_angle_alpha   59.79070177
_cell_angle_beta   59.79070066
_cell_angle_gamma   59.79070077
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2RuRh
_chemical_formula_sum   'Y2 Ru1 Rh1'
_cell_volume   80.42057784
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.33000245  0.93000246  0.14000246  1
  Y  Y1  1  0.82999754  0.42999754  0.63999754  1
  Ru  Ru2  1  0.58000000  0.18000000  0.39000000  1
  Rh  Rh3  1  0.08000000  0.68000000  0.89000000  1
"
899,"# generated using pymatgen
data_YSi2Au3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.41599673
_cell_length_b   6.32690639
_cell_length_c   6.32984761
_cell_angle_alpha   145.44388608
_cell_angle_beta   141.29003188
_cell_angle_gamma   49.53244464
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YSi2Au3
_chemical_formula_sum   'Y1 Si2 Au3'
_cell_volume   119.53893686
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.36395955  0.94294488  0.73074218  1
  Si  Si1  1  0.67661163  0.26414452  0.72102154  1
  Si  Si2  1  0.04998106  0.62260266  0.73879611  1
  Au  Au3  1  0.86321787  0.44330494  0.72975767  1
  Au  Au4  1  0.18672399  0.25054869  0.24784908  1
  Au  Au5  1  0.53950590  0.63645432  0.21183343  1
"
900,"# generated using pymatgen
data_TaNi2Pt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.06679958
_cell_length_b   6.06196501
_cell_length_c   4.78922067
_cell_angle_alpha   74.80744172
_cell_angle_beta   121.36693182
_cell_angle_gamma   142.72415633
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaNi2Pt3
_chemical_formula_sum   'Ta1 Ni2 Pt3'
_cell_volume   87.05419916
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.14328736  0.40672936  0.10996014  1
  Ni  Ni1  1  0.47906430  0.07656787  0.11571567  1
  Ni  Ni2  1  0.80768193  0.73670214  0.10433597  1
  Pt  Pt3  1  0.97793253  0.07298988  0.60990585  1
  Pt  Pt4  1  0.30890470  0.74043616  0.61031349  1
  Pt  Pt5  1  0.64312919  0.40657460  0.60976888  1
"
901,"# generated using pymatgen
data_LuNi2Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.61040609
_cell_length_b   4.61036770
_cell_length_c   4.61034219
_cell_angle_alpha   127.41035452
_cell_angle_beta   127.41138874
_cell_angle_gamma   77.58103900
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuNi2Pt
_chemical_formula_sum   'Lu1 Ni2 Pt1'
_cell_volume   59.95587815
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.95308856  0.31058180  0.74996728  1
  Ni  Ni1  1  0.20116514  0.05873725  0.25021711  1
  Ni  Ni2  1  0.70105058  0.55834877  0.24969020  1
  Pt  Pt3  1  0.45469572  0.81233218  0.75012542  1
"
902,"# generated using pymatgen
data_CeNi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.78282867
_cell_length_b   5.76747133
_cell_length_c   4.23251422
_cell_angle_alpha   90.00000122
_cell_angle_beta   89.99999948
_cell_angle_gamma   120.26560021
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeNi3
_chemical_formula_sum   'Ce2 Ni6'
_cell_volume   121.92317510
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.28858402  0.96755663  0.79000001  1
  Ce  Ce1  1  0.62141599  0.63244338  0.29000000  1
  Ni  Ni2  1  0.10101721  0.59117609  0.29000000  1
  Ni  Ni3  1  0.66235479  0.15185561  0.29000000  1
  Ni  Ni4  1  0.09937156  0.15288564  0.28999999  1
  Ni  Ni5  1  0.80898280  1.00882392  0.79000000  1
  Ni  Ni6  1  0.24764520  0.44814438  0.79000000  1
  Ni  Ni7  1  0.81062844  0.44711435  0.79000001  1
"
903,"# generated using pymatgen
data_TbNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.06061986
_cell_length_b   5.05457296
_cell_length_c   8.31850699
_cell_angle_alpha   89.97554873
_cell_angle_beta   90.02566857
_cell_angle_gamma   119.87209299
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbNi2
_chemical_formula_sum   'Tb4 Ni8'
_cell_volume   184.51108248
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.97742846  0.80815744  0.34426098  1
  Tb  Tb1  1  0.64236681  0.14111242  0.47148379  1
  Tb  Tb2  1  0.64127697  0.14162599  0.84462438  1
  Tb  Tb3  1  0.97669303  0.80805791  0.97032953  1
  Ni  Ni4  1  0.30986541  0.47426226  0.41231656  1
  Ni  Ni5  1  0.30980696  0.47450305  0.91307490  1
  Ni  Ni6  1  0.47801296  0.30954412  0.16016441  1
  Ni  Ni7  1  0.47756424  0.80636519  0.16008177  1
  Ni  Ni8  1  0.98061205  0.30969024  0.16010275  1
  Ni  Ni9  1  0.14016174  0.64106868  0.66094332  1
  Ni  Ni10  1  0.14096924  0.14559193  0.66122088  1
  Ni  Ni11  1  0.63524212  0.64002077  0.66139671  1
"
904,"# generated using pymatgen
data_CaZnPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.90483784
_cell_length_b   4.90699789
_cell_length_c   7.59614855
_cell_angle_alpha   90.00000037
_cell_angle_beta   89.99999997
_cell_angle_gamma   119.90402858
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaZnPb
_chemical_formula_sum   'Ca2 Zn2 Pb2'
_cell_volume   158.48340267
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.18998538  0.29053165  0.76000436  1
  Ca  Ca1  1  0.18998538  0.29053165  0.25999564  1
  Zn  Zn2  1  0.52030974  0.96031331  0.01000000  1
  Zn  Zn3  1  0.85969721  0.62945299  0.51000000  1
  Pb  Pb4  1  0.52072973  0.96007948  0.51000000  1
  Pb  Pb5  1  0.85929255  0.62909093  0.01000000  1
"
905,"# generated using pymatgen
data_LiMg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.56480853
_cell_length_b   8.20820307
_cell_length_c   5.49503797
_cell_angle_alpha   151.15877158
_cell_angle_beta   114.82539874
_cell_angle_gamma   73.78899005
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMg3
_chemical_formula_sum   'Li1 Mg3'
_cell_volume   88.27635198
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.36546438  0.72021840  0.22518783  1
  Mg  Mg1  1  0.11579451  -0.01755832  0.00424781  1
  Mg  Mg2  1  0.61410501  0.46392860  0.45872356  1
  Mg  Mg3  1  0.86463610  0.22341134  0.73184080  1
"
906,"# generated using pymatgen
data_HoMgPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.76799156
_cell_length_b   4.76799156
_cell_length_c   4.76799167
_cell_angle_alpha   59.92834103
_cell_angle_beta   59.92834095
_cell_angle_gamma   59.92834439
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoMgPd2
_chemical_formula_sum   'Ho1 Mg1 Pd2'
_cell_volume   76.52176398
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.72000000  0.37000000  0.22000001  1
  Mg  Mg1  1  0.22000000  0.87000000  0.72000000  1
  Pd  Pd2  1  0.96984418  0.61984418  0.46984417  1
  Pd  Pd3  1  0.47015582  0.12015582  0.97015582  1
"
907,"# generated using pymatgen
data_Tm2TlIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.30134440
_cell_length_b   5.30134439
_cell_length_c   5.30134431
_cell_angle_alpha   59.88158907
_cell_angle_beta   59.88158950
_cell_angle_gamma   59.88158916
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2TlIn
_chemical_formula_sum   'Tm2 Tl1 In1'
_cell_volume   105.06901926
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.34998742  0.48998741  0.58998742  1
  Tm  Tm1  1  0.85001258  0.99001258  0.09001259  1
  Tl  Tl2  1  0.60000000  0.74000000  0.84000000  1
  In  In3  1  0.10000000  0.24000000  0.34000000  1
"
908,"# generated using pymatgen
data_Er2CdAg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.20141169
_cell_length_b   5.20141172
_cell_length_c   5.20141179
_cell_angle_alpha   59.80829788
_cell_angle_beta   59.80829820
_cell_angle_gamma   59.80829656
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er2CdAg
_chemical_formula_sum   'Er2 Cd1 Ag1'
_cell_volume   99.07286170
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.99010402  0.19010401  0.02010402  1
  Er  Er1  1  0.48989598  0.68989598  0.51989598  1
  Cd  Cd2  1  0.24000000  0.44000000  0.27000000  1
  Ag  Ag3  1  0.74000000  0.94000000  0.77000000  1
"
909,"# generated using pymatgen
data_Nd3Ga2Pt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22400462
_cell_length_b   4.22400459
_cell_length_c   20.68305774
_cell_angle_alpha   89.99999879
_cell_angle_beta   90.00000168
_cell_angle_gamma   89.99999949
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nd3Ga2Pt3
_chemical_formula_sum   'Nd6 Ga4 Pt6'
_cell_volume   369.03156054
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.47000000  0.81000000  0.96065420  1
  Nd  Nd1  1  0.47000000  0.81000000  0.32733290  1
  Nd  Nd2  1  0.47000000  0.81000000  0.67913494  1
  Nd  Nd3  1  0.97000000  0.31000000  0.09615742  1
  Nd  Nd4  1  0.97000000  0.31000000  0.44722159  1
  Nd  Nd5  1  0.96999999  0.31000000  0.81577473  1
  Ga  Ga6  1  0.46999999  0.31000000  0.21257614  1
  Ga  Ga7  1  0.97000000  0.81000000  0.21257615  1
  Ga  Ga8  1  0.97000000  0.81000000  0.56186864  1
  Ga  Ga9  1  0.47000000  0.31000000  0.56186865  1
  Pt  Pt10  1  0.47000000  0.81000000  0.13544954  1
  Pt  Pt11  1  0.47000000  0.81000000  0.48096492  1
  Pt  Pt12  1  0.47000000  0.81000000  0.81853616  1
  Pt  Pt13  1  0.97000000  0.31000000  0.95762064  1
  Pt  Pt14  1  0.97000000  0.31000000  0.29332713  1
  Pt  Pt15  1  0.96999999  0.31000000  0.63893626  1
"
