,cif
10,"# generated using pymatgen
data_TmScRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.68945455
_cell_length_b   4.68945458
_cell_length_c   4.68945447
_cell_angle_alpha   59.80158953
_cell_angle_beta   59.80158963
_cell_angle_gamma   59.80158965
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmScRh2
_chemical_formula_sum   'Tm1 Sc1 Rh2'
_cell_volume   72.59245639
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.11000000  0.44000000  0.11000000  1
  Sc  Sc1  1  0.61000000  0.94000000  0.61000000  1
  Rh  Rh2  1  0.35992632  0.68992632  0.35992632  1
  Rh  Rh3  1  0.86007368  0.19007368  0.86007368  1
"
11,"# generated using pymatgen
data_HoPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.04646624
_cell_length_b   5.05010790
_cell_length_c   5.03870761
_cell_angle_alpha   127.23546790
_cell_angle_beta   127.18025746
_cell_angle_gamma   52.62789594
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoPt3
_chemical_formula_sum   'Ho1 Pt3'
_cell_volume   75.33090592
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.26458660  0.77225505  0.14979656  1
  Pt  Pt1  1  1.03552600  0.55588581  0.37305089  1
  Pt  Pt2  1  0.48136944  0.00168429  -0.07250048  1
  Pt  Pt3  1  0.75851795  0.28017484  0.64965301  1
"
12,"# generated using pymatgen
data_ZrPdPt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.58276043
_cell_length_b   4.58276039
_cell_length_c   4.58276073
_cell_angle_alpha   59.94934845
_cell_angle_beta   59.94935069
_cell_angle_gamma   59.94934624
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrPdPt2
_chemical_formula_sum   'Zr1 Pd1 Pt2'
_cell_volume   67.97783095
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.77000001  0.93000000  0.35000000  1
  Pd  Pd1  1  0.27000000  0.43000000  0.85000000  1
  Pt  Pt2  1  0.01995347  0.17995347  0.59995348  1
  Pt  Pt3  1  0.52004652  0.68004653  0.10004653  1
"
13,"# generated using pymatgen
data_Co3PdC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81785679
_cell_length_b   3.81785685
_cell_length_c   3.81785681
_cell_angle_alpha   90.00000012
_cell_angle_beta   89.99999954
_cell_angle_gamma   89.99999988
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Co3PdC
_chemical_formula_sum   'Co3 Pd1 C1'
_cell_volume   55.64919804
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.48000000  0.98000000  0.36000000  1
  Co  Co1  1  0.98000000  0.48000000  0.36000000  1
  Co  Co2  1  0.98000000  0.98000000  0.86000000  1
  Pd  Pd3  1  0.48000000  0.48000000  0.86000000  1
  C  C4  1  0.98000000  0.98000000  0.36000000  1
"
14,"# generated using pymatgen
data_TiAu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50636547
_cell_length_b   4.50773374
_cell_length_c   8.46518017
_cell_angle_alpha   133.84227738
_cell_angle_beta   133.87726401
_cell_angle_gamma   57.90370496
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiAu3
_chemical_formula_sum   'Ti1 Au3'
_cell_volume   88.96461034
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.98501664  0.03191408  0.44480547  1
  Au  Au1  1  0.17419374  0.21569020  0.28155917  1
  Au  Au2  1  0.78628364  0.82785125  0.59222180  1
  Au  Au3  1  0.49450598  0.54454447  0.94141356  1
"
15,"# generated using pymatgen
data_LuGa3Pt2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.20220443
_cell_length_b   8.19751695
_cell_length_c   8.20220396
_cell_angle_alpha   29.75272199
_cell_angle_beta   29.73259663
_cell_angle_gamma   29.75272513
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LuGa3Pt2
_chemical_formula_sum   'Lu1 Ga3 Pt2'
_cell_volume   120.21094109
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Lu  Lu0  1  0.33112831  0.58270229  0.55112829  1
  Ga  Ga1  1  0.83987353  0.09438457  0.05987355  1
  Ga  Ga2  1  0.57992638  0.83256888  0.79992641  1
  Ga  Ga3  1  0.08874851  0.34327066  0.30874847  1
  Pt  Pt4  1  0.20783527  0.46189810  0.42783523  1
  Pt  Pt5  1  0.73248800  0.98517551  0.95248806  1
"
16,"# generated using pymatgen
data_EuLuMg2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.48900399
_cell_length_b   5.48900402
_cell_length_c   5.48900398
_cell_angle_alpha   59.90662988
_cell_angle_beta   59.90662904
_cell_angle_gamma   59.90662734
_symmetry_Int_Tables_number   1
_chemical_formula_structural   EuLuMg2
_chemical_formula_sum   'Eu1 Lu1 Mg2'
_cell_volume   116.69298378
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.68000000  0.71000000  0.24000000  1
  Lu  Lu1  1  0.18000000  0.21000000  0.74000000  1
  Mg  Mg2  1  0.43003472  0.46003472  0.99003472  1
  Mg  Mg3  1  0.92996528  0.95996528  0.48996528  1
"
17,"# generated using pymatgen
data_HoSbAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.78402251
_cell_length_b   4.78396518
_cell_length_c   8.88548338
_cell_angle_alpha   93.23035133
_cell_angle_beta   93.23039961
_cell_angle_gamma   116.33053353
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HoSbAu2
_chemical_formula_sum   'Ho2 Sb2 Au4'
_cell_volume   181.21701322
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.02542264  0.36366284  0.39530986  1
  Ho  Ho1  1  0.36366331  0.02542311  0.89530999  1
  Sb  Sb2  1  0.69318871  0.69319134  0.64501029  1
  Sb  Sb3  1  0.69319135  0.69318875  0.14501029  1
  Au  Au4  1  0.03151473  0.34696224  0.73234095  1
  Au  Au5  1  0.35619886  0.03985814  0.55733885  1
  Au  Au6  1  0.34696025  0.03151268  0.23234074  1
  Au  Au7  1  0.03986014  0.35620090  0.05733903  1
"
18,"# generated using pymatgen
data_Y2MgGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.21781681
_cell_length_b   5.21781683
_cell_length_c   5.21781681
_cell_angle_alpha   59.82692017
_cell_angle_beta   59.82691994
_cell_angle_gamma   59.82691963
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2MgGa
_chemical_formula_sum   'Y2 Mg1 Ga1'
_cell_volume   100.05574727
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.53012219  0.00012219  0.39012219  1
  Y  Y1  1  0.02987781  0.49987781  0.88987781  1
  Mg  Mg2  1  0.78000000  0.25000000  0.64000000  1
  Ga  Ga3  1  0.28000000  0.75000000  0.14000000  1
"
19,"# generated using pymatgen
data_NdPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.11720599
_cell_length_b   5.11856588
_cell_length_c   5.11190986
_cell_angle_alpha   131.04176514
_cell_angle_beta   131.02968260
_cell_angle_gamma   71.66522717
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdPd3
_chemical_formula_sum   'Nd1 Pd3'
_cell_volume   74.56909928
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.07085037  0.87382676  0.52969597  1
  Pd  Pd1  1  0.81929912  0.12700428  0.03046629  1
  Pd  Pd2  1  0.31952281  0.62651041  0.03017886  1
  Pd  Pd3  1  0.57032770  0.37265855  0.52965888  1
"
20,"# generated using pymatgen
data_Ce(ZnAs)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19490216
_cell_length_b   4.19490197
_cell_length_c   7.19225660
_cell_angle_alpha   89.88613921
_cell_angle_beta   90.11386166
_cell_angle_gamma   120.16438377
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce(ZnAs)2
_chemical_formula_sum   'Ce1 Zn2 As2'
_cell_volume   109.42499797
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.24371866  0.58371866  0.67000000  1
  Zn  Zn1  1  0.57822442  0.25055032  0.33191772  1
  Zn  Zn2  1  0.91055032  0.91822441  0.00808228  1
  As  As3  1  0.57721598  0.25029062  0.90239996  1
  As  As4  1  0.91029062  0.91721598  0.43760004  1
"
21,"# generated using pymatgen
data_Mg4(TlSb3)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.17779954
_cell_length_b   10.21569565
_cell_length_c   21.04457658
_cell_angle_alpha   23.29972018
_cell_angle_beta   48.15634850
_cell_angle_gamma   45.64224702
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg4(TlSb3)3
_chemical_formula_sum   'Mg4 Tl3 Sb9'
_cell_volume   676.94626492
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.42332164  0.61596585  0.21946185  1
  Mg  Mg1  1  0.71734512  1.00858969  0.66945098  1
  Mg  Mg2  1  0.00255644  0.33702217  0.06366775  1
  Mg  Mg3  1  0.82350589  0.07313792  0.85828609  1
  Tl  Tl4  1  0.06608481  0.34418810  0.45667836  1
  Tl  Tl5  1  0.58708175  0.80438927  0.52788897  1
  Tl  Tl6  1  0.53883958  0.32985397  0.04566593  1
  Sb  Sb7  1  0.32159234  0.42867038  0.21989196  1
  Sb  Sb8  1  0.88948495  0.44529659  0.77618455  1
  Sb  Sb9  1  0.17755831  1.05215251  0.78056790  1
  Sb  Sb10  1  0.49574767  0.75469954  0.42683668  1
  Sb  Sb11  1  0.02517180  0.78929675  0.47349051  1
  Sb  Sb12  1  0.45451198  0.32537227  0.53113400  1
  Sb  Sb13  1  0.25158582  0.99074071  0.21759407  1
  Sb  Sb14  1  0.76934191  0.44894634  0.19728975  1
  Sb  Sb15  1  0.83626998  0.93167793  0.78591066  1
"
22,"# generated using pymatgen
data_Y2PdAu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.38484173
_cell_length_b   5.37938962
_cell_length_c   7.20662276
_cell_angle_alpha   126.21099417
_cell_angle_beta   140.24047864
_cell_angle_gamma   78.92007984
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2PdAu3
_chemical_formula_sum   'Y2 Pd1 Au3'
_cell_volume   127.28352659
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.17518298  0.19262882  0.79476682  1
  Y  Y1  1  0.48879571  0.50469466  0.66534341  1
  Pd  Pd2  1  0.83197340  0.84588281  0.72847109  1
  Au  Au3  1  0.20766528  0.79622505  0.30501063  1
  Au  Au4  1  0.82525406  0.31530837  0.22742974  1
  Au  Au5  1  0.46112858  0.90526028  0.15897832  1
"
23,"# generated using pymatgen
data_ErScIr2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.69334864
_cell_length_b   4.69334866
_cell_length_c   4.69334863
_cell_angle_alpha   59.90226634
_cell_angle_beta   59.90226672
_cell_angle_gamma   59.90226549
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErScIr2
_chemical_formula_sum   'Er1 Sc1 Ir2'
_cell_volume   72.94062041
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.99000000  0.02000000  0.07000000  1
  Sc  Sc1  1  0.49000000  0.52000000  0.57000000  1
  Ir  Ir2  1  0.23989640  0.26989639  0.31989640  1
  Ir  Ir3  1  0.74010360  0.77010360  0.82010360  1
"
