,cif
10,"# generated using pymatgen
data_MgNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.47125658
_cell_length_b   7.47125659
_cell_length_c   4.32155539
_cell_angle_alpha   29.75988677
_cell_angle_beta   29.75988669
_cell_angle_gamma   33.58297099
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgNi
_chemical_formula_sum   'Mg2 Ni2'
_cell_volume   56.25738246
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.40000001  0.29000000  0.90000000  1
  Mg  Mg1  1  0.90000000  0.79000000  0.40000000  1
  Ni  Ni2  1  0.65000000  0.54000000  0.65000000  1
  Ni  Ni3  1  0.14999999  0.04000000  0.15000000  1
"
11,"# generated using pymatgen
data_HfCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.19379781
_cell_length_b   7.19379752
_cell_length_c   9.66215500
_cell_angle_alpha   153.45389242
_cell_angle_beta   153.45389371
_cell_angle_gamma   36.82834226
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCu
_chemical_formula_sum   'Hf3 Cu3'
_cell_volume   99.87243942
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.69187510  0.92187509  0.51699495  1
  Hf  Hf1  1  0.02671072  0.25671072  0.51991678  1
  Hf  Hf2  1  0.36138671  0.59138670  0.52307547  1
  Cu  Cu3  1  0.52722201  0.75722203  0.02080212  1
  Cu  Cu4  1  0.19880132  0.42880132  0.02830771  1
  Cu  Cu5  1  0.85400414  0.08400414  0.01090297  1
"
12,"# generated using pymatgen
data_In2Rh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   15.07179677
_cell_length_b   15.07327233
_cell_length_c   15.07587127
_cell_angle_alpha   17.31898260
_cell_angle_beta   17.31225285
_cell_angle_gamma   17.31001898
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2Rh
_chemical_formula_sum   'In8 Rh4'
_cell_volume   264.70057496
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.75365436  0.45361011  0.84754855  1
  In  In1  1  0.49789983  0.20125213  0.60808574  1
  In  In2  1  0.25365434  0.95361012  0.34754858  1
  In  In3  1  -0.00210021  0.70125215  0.10808576  1
  In  In4  1  0.37481288  0.07796600  0.47607219  1
  In  In5  1  0.87481284  0.57796604  0.97607217  1
  In  In6  1  0.62373391  0.32673763  0.73175375  1
  In  In7  1  0.12373394  0.82673764  0.23175371  1
  Rh  Rh8  1  0.80569866  0.51315546  -0.07630797  1
  Rh  Rh9  1  0.56420040  0.26727862  0.66284775  1
  Rh  Rh10  1  0.30569861  0.01315547  0.42369206  1
  Rh  Rh11  1  1.06420042  0.76727862  0.16284774  1
"
13,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.68368469
_cell_length_b   8.24649247
_cell_length_c   5.37467254
_cell_angle_alpha   90.85600389
_cell_angle_beta   94.40619145
_cell_angle_gamma   91.22731736
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al12
_cell_volume   206.90152149
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.78118458  0.75555210  1.06400515  1
  Al  Al1  1  0.69082097  0.15877664  0.35612673  1
  Al  Al2  1  0.24082947  0.60252955  0.31069302  1
  Al  Al3  1  0.17073612  0.24533500  1.09066781  1
  Al  Al4  1  0.63190426  0.83187259  0.55452740  1
  Al  Al5  1  0.29899208  0.92468788  0.10163113  1
  Al  Al6  1  0.27087641  0.32522642  0.60178343  1
  Al  Al7  1  0.65614893  0.43116841  0.05824229  1
  Al  Al8  1  0.14953058  0.00033377  0.58837200  1
  Al  Al9  1  0.67599383  0.11362665  0.84969010  1
  Al  Al10  1  0.75930363  0.51048282  0.56903578  1
  Al  Al11  1  0.25367915  0.64040815  0.81522515  1
"
14,"# generated using pymatgen
data_Hf
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.73546639
_cell_length_b   5.08994684
_cell_length_c   3.03076927
_cell_angle_alpha   84.42600683
_cell_angle_beta   85.37488452
_cell_angle_gamma   49.68773529
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf
_chemical_formula_sum   Hf4
_cell_volume   90.53815682
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.14119397  0.43267599  0.20996257  1
  Hf  Hf1  1  0.86862527  0.21458004  0.95143272  1
  Hf  Hf2  1  0.63930433  0.94535667  0.52704590  1
  Hf  Hf3  1  0.37087643  0.69738730  0.65155882  1
"
15,"# generated using pymatgen
data_Hf
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.14757079
_cell_length_b   5.14757062
_cell_length_c   5.14757036
_cell_angle_alpha   57.01647934
_cell_angle_beta   57.01647844
_cell_angle_gamma   57.01648126
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf
_chemical_formula_sum   Hf4
_cell_volume   89.81331467
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.57000000  0.27000000  0.37000000  1
  Hf  Hf1  1  0.82000000  0.52000000  0.62000000  1
  Hf  Hf2  1  0.07000000  0.77000000  0.87000000  1
  Hf  Hf3  1  0.32000000  0.02000000  0.12000000  1
"
16,"# generated using pymatgen
data_NiSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.51799705
_cell_length_b   5.52038316
_cell_length_c   5.51799698
_cell_angle_alpha   109.50645919
_cell_angle_beta   109.50870439
_cell_angle_gamma   109.50646034
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NiSn
_chemical_formula_sum   'Ni4 Sn4'
_cell_volume   129.22015262
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.20994089  0.02846383  0.01994089  1
  Ni  Ni1  1  0.21005911  0.52153617  0.52005911  1
  Ni  Ni2  1  0.70994089  0.02846383  0.51994089  1
  Ni  Ni3  1  0.71005911  0.52153617  0.02005911  1
  Sn  Sn4  1  0.70901385  0.02721401  0.01901385  1
  Sn  Sn5  1  0.71098615  0.52278598  0.52098615  1
  Sn  Sn6  1  0.20901385  0.02721402  0.51901385  1
  Sn  Sn7  1  0.21098615  0.52278598  0.02098615  1
"
17,"# generated using pymatgen
data_Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.56106211
_cell_length_b   8.56106217
_cell_length_c   4.23450845
_cell_angle_alpha   76.52890806
_cell_angle_beta   76.52890933
_cell_angle_gamma   28.29309030
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb
_chemical_formula_sum   Sb4
_cell_volume   142.79441413
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.54518339  0.27518339  0.02605783  1
  Sb  Sb1  1  0.29481661  0.02481662  0.49394217  1
  Sb  Sb2  1  0.79481661  0.52481663  0.99394216  1
  Sb  Sb3  1  0.04518339  0.77518336  0.52605784  1
"
18,"# generated using pymatgen
data_Li2Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.58699628
_cell_length_b   5.19673107
_cell_length_c   7.58698085
_cell_angle_alpha   89.65313829
_cell_angle_beta   90.08927661
_cell_angle_gamma   89.96346532
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Pb
_chemical_formula_sum   'Li8 Pb4'
_cell_volume   259.70366151
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.53143415  0.22258451  0.89425786  1
  Li  Li1  1  -0.00181857  -0.04628014  0.47480412  1
  Li  Li2  1  0.47150508  0.72479269  0.85155241  1
  Li  Li3  1  0.99742079  0.44646574  0.25907678  1
  Li  Li4  1  0.50024821  0.87860222  0.47246392  1
  Li  Li5  1  0.97017229  0.60615102  0.87755482  1
  Li  Li6  1  0.49291329  0.37487979  0.25960899  1
  Li  Li7  1  0.03101400  0.10779345  0.84338197  1
  Pb  Pb8  1  0.76653851  0.91799070  0.13405443  1
  Pb  Pb9  1  0.23837184  0.90930168  0.14196378  1
  Pb  Pb10  1  0.73676679  0.41097245  0.59113103  1
  Pb  Pb11  1  0.26543362  0.40674590  0.60014989  1
"
19,"# generated using pymatgen
data_RbGe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   14.19606611
_cell_length_b   4.51135803
_cell_length_c   15.50035876
_cell_angle_alpha   58.44302729
_cell_angle_beta   121.28229861
_cell_angle_gamma   98.74848657
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbGe2
_chemical_formula_sum   'Rb6 Ge12'
_cell_volume   713.09587374
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.07048482  0.73781705  0.53178617  1
  Rb  Rb1  1  0.38678921  0.15109809  0.95193028  1
  Rb  Rb2  1  0.18922285  0.89052998  0.26633744  1
  Rb  Rb3  1  0.88513820  0.52089765  0.89391431  1
  Rb  Rb4  1  0.72655082  0.29192076  0.40047439  1
  Rb  Rb5  1  0.54238665  0.06312493  0.77783279  1
  Ge  Ge6  1  0.75943132  0.46904344  0.05755149  1
  Ge  Ge7  1  0.95263155  0.25468378  0.21907991  1
  Ge  Ge8  1  0.13557727  0.66817739  0.79698855  1
  Ge  Ge9  1  0.52076335  0.74051548  0.36673227  1
  Ge  Ge10  1  0.43460499  0.21539469  0.35698133  1
  Ge  Ge11  1  0.89872488  0.64002389  0.26973828  1
  Ge  Ge12  1  0.05154065  0.12195680  0.80289435  1
  Ge  Ge13  1  0.64605569  0.42166952  0.58427534  1
  Ge  Ge14  1  0.70114487  0.88023587  0.09854141  1
  Ge  Ge15  1  0.22208046  0.44931110  0.00963656  1
  Ge  Ge16  1  0.55036060  0.91884737  0.57040364  1
  Ge  Ge17  1  0.13651181  0.90475218  0.01490150  1
"
20,"# generated using pymatgen
data_Mg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.04528509
_cell_length_b   5.04528510
_cell_length_c   5.04528537
_cell_angle_alpha   59.90682896
_cell_angle_beta   59.90682867
_cell_angle_gamma   59.90683352
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg
_chemical_formula_sum   Mg4
_cell_volume   90.61983256
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.09000000  0.25000000  0.79000000  1
  Mg  Mg1  1  0.84000000  -0.00000000  0.54000000  1
  Mg  Mg2  1  0.59000000  0.75000000  0.29000000  1
  Mg  Mg3  1  0.34000000  0.50000000  0.04000001  1
"
21,"# generated using pymatgen
data_TiNi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.91987051
_cell_length_b   5.06990294
_cell_length_c   5.07270464
_cell_angle_alpha   59.98923031
_cell_angle_beta   58.95690606
_cell_angle_gamma   77.08680413
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiNi3
_chemical_formula_sum   'Ti2 Ni6'
_cell_volume   93.77278716
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.87593679  0.01495348  0.56205898  1
  Ti  Ti1  1  0.44092217  0.64063655  0.46648282  1
  Ni  Ni2  1  -0.08096810  0.50274656  1.03992496  1
  Ni  Ni3  1  0.40177968  0.65598314  -0.02135554  1
  Ni  Ni4  1  0.91467522  0.00260446  0.04873819  1
  Ni  Ni5  1  0.91883922  0.50338176  0.55326974  1
  Ni  Ni6  1  0.39932603  0.15517616  -0.01237837  1
  Ni  Ni7  1  0.39948899  0.15451789  0.47325923  1
"
