,cif
10,"# generated using pymatgen
data_Li5Sn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.70110762
_cell_length_b   5.06785507
_cell_length_c   10.04035674
_cell_angle_alpha   127.48009878
_cell_angle_beta   91.00665190
_cell_angle_gamma   73.48214161
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5Sn2
_chemical_formula_sum   'Li10 Sn4'
_cell_volume   291.84212769
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.47471230  0.29252480  0.16456008  1
  Li  Li1  1  0.97546200  0.15769294  0.42925048  1
  Li  Li2  1  0.67870336  0.63590868  0.82118798  1
  Li  Li3  1  0.28943935  0.86170481  0.17931795  1
  Li  Li4  1  0.06955729  0.37862672  0.80828443  1
  Li  Li5  1  0.55278909  0.51806098  0.48778373  1
  Li  Li6  1  0.94444492  0.80707898  0.68393662  1
  Li  Li7  1  0.45885774  0.18652479  0.80052661  1
  Li  Li8  1  0.06359714  0.35112874  0.10864824  1
  Li  Li9  1  0.70787777  0.80550902  0.36368946  1
  Sn  Sn10  1  0.33062810  0.18747389  0.53597921  1
  Sn  Sn11  1  0.72914467  0.34999597  0.99380995  1
  Sn  Sn12  1  0.84559570  0.96752276  0.13429281  1
  Sn  Sn13  1  0.18919056  0.62024690  0.42873242  1
"
11,"# generated using pymatgen
data_Mg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.54134330
_cell_length_b   8.42137056
_cell_length_c   8.43035694
_cell_angle_alpha   38.37349998
_cell_angle_beta   40.89542485
_cell_angle_gamma   35.23796315
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg
_chemical_formula_sum   Mg10
_cell_volume   229.64585421
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.01590203  -0.12740683  0.66562199  1
  Mg  Mg1  1  -0.01457746  0.67796825  0.49265549  1
  Mg  Mg2  1  0.51343694  -0.12238491  0.16582096  1
  Mg  Mg3  1  0.48702263  0.67584714  -0.00443158  1
  Mg  Mg4  1  0.52468475  0.47172740  0.75950864  1
  Mg  Mg5  1  -0.00321621  0.27240816  0.08598311  1
  Mg  Mg6  1  0.02298987  0.47387517  0.25657813  1
  Mg  Mg7  1  0.49415099  0.27757180  0.58617761  1
  Mg  Mg8  1  0.50587636  0.07295716  0.37770736  1
  Mg  Mg9  1  0.00373010  0.07743666  0.87437830  1
"
12,"# generated using pymatgen
data_ErNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.34786154
_cell_length_b   6.67323225
_cell_length_c   3.35608279
_cell_angle_alpha   89.41632018
_cell_angle_beta   89.14148724
_cell_angle_gamma   90.35265100
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErNi
_chemical_formula_sum   'Er2 Ni2'
_cell_volume   74.96464025
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.59603875  0.71309216  0.09690005  1
  Er  Er1  1  0.68851921  0.21265643  0.12883984  1
  Ni  Ni2  1  0.15006353  0.97098149  0.63086174  1
  Ni  Ni3  1  0.16537852  0.45326994  0.60339837  1
"
13,"# generated using pymatgen
data_Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.95525226
_cell_length_b   8.95525238
_cell_length_c   8.98264578
_cell_angle_alpha   40.63940872
_cell_angle_beta   40.63939304
_cell_angle_gamma   40.54183032
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb
_chemical_formula_sum   Sb8
_cell_volume   275.28854192
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.52071904  0.47071906  0.58805845  1
  Sb  Sb1  1  0.51928096  0.96928094  0.10194155  1
  Sb  Sb2  1  0.01928096  0.46928095  0.10194155  1
  Sb  Sb3  1  0.02071904  0.97071905  0.58805845  1
  Sb  Sb4  1  0.01928097  0.96928094  0.10194155  1
  Sb  Sb5  1  0.02071904  0.47071906  0.58805845  1
  Sb  Sb6  1  0.52071904  0.97071906  0.58805845  1
  Sb  Sb7  1  0.51928095  0.46928095  0.10194155  1
"
14,"# generated using pymatgen
data_Mg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.52145380
_cell_length_b   4.52013263
_cell_length_c   8.43974977
_cell_angle_alpha   105.50046899
_cell_angle_beta   89.86749860
_cell_angle_gamma   114.14127700
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg
_chemical_formula_sum   Mg8
_cell_volume   183.84722728
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.51124154  0.01195140  0.24023605  1
  Mg  Mg1  1  1.02749037  0.52605913  0.74145699  1
  Mg  Mg2  1  0.40596248  0.15599908  0.61768333  1
  Mg  Mg3  1  -0.10528036  0.64554543  0.11640936  1
  Mg  Mg4  1  0.13327710  0.38367678  0.36454799  1
  Mg  Mg5  1  0.64538328  0.89432253  0.86626639  1
  Mg  Mg6  1  0.27073622  0.27074289  -0.00837194  1
  Mg  Mg7  1  0.77118938  0.77170277  0.49177181  1
"
15,"# generated using pymatgen
data_Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.24069686
_cell_length_b   9.34029513
_cell_length_c   2.78364002
_cell_angle_alpha   90.37037392
_cell_angle_beta   88.94209604
_cell_angle_gamma   95.07712962
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al
_chemical_formula_sum   Al8
_cell_volume   135.69887601
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.36603081  0.24015322  0.65584529  1
  Al  Al1  1  0.86662062  0.73909839  0.40456452  1
  Al  Al2  1  0.10795000  0.97680987  0.90482316  1
  Al  Al3  1  0.61049241  0.47868670  0.14444050  1
  Al  Al4  1  0.35949286  0.72026680  0.90469340  1
  Al  Al5  1  0.85932749  0.22082757  0.14619131  1
  Al  Al6  1  0.11336321  0.48130033  0.40973499  1
  Al  Al7  1  0.61672261  0.98285713  0.64970683  1
"
16,"# generated using pymatgen
data_CsPb2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.75477370
_cell_length_b   9.26783885
_cell_length_c   12.93626896
_cell_angle_alpha   109.47592961
_cell_angle_beta   89.99997300
_cell_angle_gamma   90.00003079
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsPb2
_chemical_formula_sum   'Cs4 Pb8'
_cell_volume   876.53196130
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.78762010  0.84442002  0.56931624  1
  Cs  Cs1  1  0.28762015  0.57558013  0.42068374  1
  Cs  Cs2  1  0.64099377  0.35409095  0.85077344  1
  Cs  Cs3  1  0.14099373  0.06590877  0.13922678  1
  Pb  Pb4  1  0.12796288  0.60557578  0.87852575  1
  Pb  Pb5  1  0.62796283  0.81442414  0.11147421  1
  Pb  Pb6  1  0.28621056  0.06599774  0.60926891  1
  Pb  Pb7  1  0.78621045  0.35400241  0.38073102  1
  Pb  Pb8  1  0.09723695  0.35890773  0.65282856  1
  Pb  Pb9  1  0.59723702  0.06109227  0.33717140  1
  Pb  Pb10  1  0.28997566  0.61099891  0.09351382  1
  Pb  Pb11  1  0.78997591  0.80900116  0.89648612  1
"
17,"# generated using pymatgen
data_Na7Sb3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.77813858
_cell_length_b   12.55260264
_cell_length_c   7.51110371
_cell_angle_alpha   73.37277070
_cell_angle_beta   98.28611106
_cell_angle_gamma   99.27626855
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na7Sb3
_chemical_formula_sum   'Na14 Sb6'
_cell_volume   689.76661828
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.09403225  0.41703030  0.55716240  1
  Na  Na1  1  0.72250935  0.38742092  0.08030017  1
  Na  Na2  1  -0.00322331  0.76576038  0.97339988  1
  Na  Na3  1  0.48923532  0.63019627  0.42563978  1
  Na  Na4  1  0.09060279  0.73598957  0.51145136  1
  Na  Na5  1  0.50112087  0.18000741  0.91598388  1
  Na  Na6  1  0.56450597  0.66837943  -0.00069116  1
  Na  Na7  1  0.11881951  0.18522340  0.48664123  1
  Na  Na8  1  0.14251386  0.27202501  0.00671791  1
  Na  Na9  1  0.57938826  0.96421361  0.70032046  1
  Na  Na10  1  0.58381111  0.35169193  0.48594617  1
  Na  Na11  1  -0.03077981  1.00527298  0.15788461  1
  Na  Na12  1  0.11916753  0.52682474  1.04637127  1
  Na  Na13  1  0.54651300  0.92047845  0.20727245  1
  Sb  Sb14  1  0.40528715  0.48123655  0.81558070  1
  Sb  Sb15  1  0.72516850  0.13132451  0.34610358  1
  Sb  Sb16  1  0.79208505  0.59885676  0.74194394  1
  Sb  Sb17  1  0.84166836  0.17123841  0.75696763  1
  Sb  Sb18  1  0.84846711  0.57654518  0.31771303  1
  Sb  Sb19  1  0.34910712  0.08028421  0.30729071  1
"
18,"# generated using pymatgen
data_CsSb3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.48360060
_cell_length_b   9.74415233
_cell_length_c   10.38644534
_cell_angle_alpha   98.90968156
_cell_angle_beta   101.12135876
_cell_angle_gamma   128.78485086
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsSb3
_chemical_formula_sum   'Cs4 Sb12'
_cell_volume   756.97836188
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.80193072  0.88684607  0.86054751  1
  Cs  Cs1  1  0.21497180  0.47324695  0.36222675  1
  Cs  Cs2  1  0.17382710  0.56483449  0.80287783  1
  Cs  Cs3  1  0.84880239  0.84944762  0.32166597  1
  Sb  Sb4  1  0.65419550  0.06254964  0.16500958  1
  Sb  Sb5  1  0.36645220  0.32844777  0.67926648  1
  Sb  Sb6  1  0.67204057  0.05174400  0.57264188  1
  Sb  Sb7  1  0.34344200  0.36660852  0.07118320  1
  Sb  Sb8  1  0.61254175  0.44829867  0.97326334  1
  Sb  Sb9  1  0.32739508  0.94466539  0.48937740  1
  Sb  Sb10  1  0.24624544  0.01602316  0.99111846  1
  Sb  Sb11  1  0.80298334  0.35036723  0.45369719  1
  Sb  Sb12  1  0.83408558  0.43950330  0.19269527  1
  Sb  Sb13  1  0.15567491  -0.04279731  0.68209132  1
  Sb  Sb14  1  0.31963190  0.87146098  0.19138581  1
  Sb  Sb15  1  0.66577972  0.34875353  0.69095202  1
"
19,"# generated using pymatgen
data_CsIn4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.32532044
_cell_length_b   7.24082390
_cell_length_c   14.78537274
_cell_angle_alpha   124.26078553
_cell_angle_beta   123.13932861
_cell_angle_gamma   77.53279718
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsIn4
_chemical_formula_sum   'Cs4 In16'
_cell_volume   978.53102974
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.66987996  0.90992926  0.17723920  1
  Cs  Cs1  1  0.11893728  0.47215014  0.11437304  1
  Cs  Cs2  1  0.39932018  0.32563522  0.39437965  1
  Cs  Cs3  1  0.86371625  1.02806708  0.65013714  1
  In  In4  1  0.41589853  0.88967686  0.68295315  1
  In  In5  1  0.96428795  0.39653641  0.55772855  1
  In  In6  1  0.33000726  0.71666629  0.07298548  1
  In  In7  1  0.85149987  0.28482216  0.10573552  1
  In  In8  1  0.63328520  0.27074837  0.87397821  1
  In  In9  1  0.19056216  0.26518112  0.85850723  1
  In  In10  1  0.65656221  0.81749077  0.68665312  1
  In  In11  1  0.13178604  0.76478846  0.63116787  1
  In  In12  1  0.39072617  0.96441882  0.89206788  1
  In  In13  1  0.42236605  0.37357629  0.90027254  1
  In  In14  1  0.84301061  0.47582418  0.34271470  1
  In  In15  1  0.97581862  0.88839728  0.42824984  1
  In  In16  1  0.16684007  0.88126444  0.88245054  1
  In  In17  1  0.08539108  0.47239711  0.36131377  1
  In  In18  1  0.69951140  0.48283829  0.45802474  1
  In  In19  1  0.64059307  0.90959144  0.90906782  1
"
