,cif
10,"# generated using pymatgen
data_MgGaRu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34539523
_cell_length_b   4.34539524
_cell_length_c   4.34539522
_cell_angle_alpha   59.91219745
_cell_angle_beta   59.91219846
_cell_angle_gamma   59.91219830
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgGaRu2
_chemical_formula_sum   'Mg1 Ga1 Ru2'
_cell_volume   57.90378690
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.19000000  0.24000000  0.52000000  1
  Ga  Ga1  1  0.69000000  0.74000000  0.02000000  1
  Ru  Ru2  1  0.43999089  0.48999090  0.76999089  1
  Ru  Ru3  1  0.94000910  0.99000910  0.27000911  1
"
11,"# generated using pymatgen
data_Tm2CuRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81836864
_cell_length_b   4.81836870
_cell_length_c   4.81836870
_cell_angle_alpha   59.73112023
_cell_angle_beta   59.73111897
_cell_angle_gamma   59.73111984
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2CuRh
_chemical_formula_sum   'Tm2 Cu1 Rh1'
_cell_volume   78.61853924
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.10005389  0.88005389  0.29005389  1
  Tm  Tm1  1  0.59994611  0.37994611  0.78994611  1
  Cu  Cu2  1  0.35000000  0.13000000  0.54000000  1
  Rh  Rh3  1  0.85000000  0.63000000  0.04000000  1
"
12,"# generated using pymatgen
data_Er2TlIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.32839039
_cell_length_b   5.32839047
_cell_length_c   5.32839047
_cell_angle_alpha   59.60993010
_cell_angle_beta   59.60992954
_cell_angle_gamma   59.60993001
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er2TlIn
_chemical_formula_sum   'Er2 Tl1 In1'
_cell_volume   106.02439535
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.19002336  0.91002336  0.17002336  1
  Er  Er1  1  0.68997664  0.40997664  0.66997664  1
  Tl  Tl2  1  0.44000000  0.16000000  0.42000000  1
  In  In3  1  0.94000000  0.66000000  0.92000000  1
"
13,"# generated using pymatgen
data_Sm2TlGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.37220269
_cell_length_b   5.37220288
_cell_length_c   5.37220281
_cell_angle_alpha   59.73109979
_cell_angle_beta   59.73109889
_cell_angle_gamma   59.73109904
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm2TlGa
_chemical_formula_sum   'Sm2 Tl1 Ga1'
_cell_volume   108.96370985
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.91008102  0.84008102  0.23008102  1
  Sm  Sm1  1  0.40991898  0.33991898  0.72991898  1
  Tl  Tl2  1  0.16000000  0.09000000  0.48000000  1
  Ga  Ga3  1  0.66000000  0.59000000  0.98000000  1
"
14,"# generated using pymatgen
data_LiMgPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.38953617
_cell_length_b   4.38953623
_cell_length_c   4.38953626
_cell_angle_alpha   59.94274107
_cell_angle_beta   59.94274045
_cell_angle_gamma   59.94274238
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiMgPd2
_chemical_formula_sum   'Li1 Mg1 Pd2'
_cell_volume   59.72780341
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.46000000  0.43000000  0.74000000  1
  Mg  Mg1  1  0.96000000  0.93000000  0.24000000  1
  Pd  Pd2  1  0.20985847  0.17985847  0.48985847  1
  Pd  Pd3  1  0.71014153  0.68014153  0.99014153  1
"
15,"# generated using pymatgen
data_Tb2IrPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.90691105
_cell_length_b   8.51446379
_cell_length_c   8.51446357
_cell_angle_alpha   33.57748841
_cell_angle_beta   29.97079073
_cell_angle_gamma   29.97078940
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2IrPt
_chemical_formula_sum   'Tb2 Ir1 Pt1'
_cell_volume   83.76007012
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.31763170  0.97069686  0.08069687  1
  Tb  Tb1  1  0.82236829  0.46930315  0.57930313  1
  Ir  Ir2  1  0.07000000  0.21999999  0.33000000  1
  Pt  Pt3  1  0.57000001  0.72000000  0.83000000  1
"
16,"# generated using pymatgen
data_LiGaPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.29849901
_cell_length_b   4.29849895
_cell_length_c   4.29849894
_cell_angle_alpha   59.98291887
_cell_angle_beta   59.98292004
_cell_angle_gamma   59.98291999
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiGaPd2
_chemical_formula_sum   'Li1 Ga1 Pd2'
_cell_volume   56.13933306
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.05000000  0.42000000  0.33000000  1
  Ga  Ga1  1  0.55000000  0.92000000  0.83000000  1
  Pd  Pd2  1  0.30005488  0.67005488  0.58005488  1
  Pd  Pd3  1  0.79994511  0.16994512  0.07994512  1
"
17,"# generated using pymatgen
data_Pr2AlGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.33061373
_cell_length_b   5.33061375
_cell_length_c   5.33061374
_cell_angle_alpha   59.85966659
_cell_angle_beta   59.85966584
_cell_angle_gamma   59.85966658
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr2AlGa
_chemical_formula_sum   'Pr2 Al1 Ga1'
_cell_volume   106.76561900
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.11003308  0.11003308  0.37003308  1
  Pr  Pr1  1  0.60996692  0.60996692  0.86996692  1
  Al  Al2  1  0.36000000  0.36000000  0.62000000  1
  Ga  Ga3  1  0.86000000  0.86000000  0.12000000  1
"
18,"# generated using pymatgen
data_ErCu2Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.74856926
_cell_length_b   4.74856922
_cell_length_c   4.73157512
_cell_angle_alpha   120.20840552
_cell_angle_beta   120.20840444
_cell_angle_gamma   89.69449651
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErCu2Pb
_chemical_formula_sum   'Er1 Cu2 Pb1'
_cell_volume   75.16727319
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.49000000  0.21000001  0.53000001  1
  Cu  Cu1  1  0.24008326  0.45991674  0.03000000  1
  Cu  Cu2  1  0.73991674  0.96008326  0.03000000  1
  Pb  Pb3  1  0.99000000  0.71000000  0.53000000  1
"
19,"# generated using pymatgen
data_Ti2FeIr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32886316
_cell_length_b   4.32886321
_cell_length_c   4.32886316
_cell_angle_alpha   59.81326931
_cell_angle_beta   59.81326881
_cell_angle_gamma   59.81326892
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2FeIr
_chemical_formula_sum   'Ti2 Fe1 Ir1'
_cell_volume   57.11653662
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.03010858  0.92010858  0.59010858  1
  Ti  Ti1  1  0.52989142  0.41989142  0.08989142  1
  Fe  Fe2  1  0.78000000  0.67000000  0.34000000  1
  Ir  Ir3  1  0.28000000  0.17000000  0.84000000  1
"
20,"# generated using pymatgen
data_Y2MgCu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.14648348
_cell_length_b   5.14648361
_cell_length_c   5.14648366
_cell_angle_alpha   59.80365100
_cell_angle_beta   59.80365003
_cell_angle_gamma   59.80364996
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2MgCu
_chemical_formula_sum   'Y2 Mg1 Cu1'
_cell_volume   95.95701080
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.21017453  0.84017454  0.38017453  1
  Y  Y1  1  0.70982546  0.33982546  0.87982547  1
  Mg  Mg2  1  0.46000000  0.09000000  0.63000000  1
  Cu  Cu3  1  0.96000000  0.59000000  0.13000000  1
"
21,"# generated using pymatgen
data_TbMgRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67139580
_cell_length_b   4.67139570
_cell_length_c   4.67139554
_cell_angle_alpha   59.91187826
_cell_angle_beta   59.91187701
_cell_angle_gamma   59.91187846
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbMgRh2
_chemical_formula_sum   'Tb1 Mg1 Rh2'
_cell_volume   71.93759594
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.17000000  0.97999999  0.19000001  1
  Mg  Mg1  1  0.67000000  0.48000000  0.69000000  1
  Rh  Rh2  1  0.41989470  0.22989470  0.43989470  1
  Rh  Rh3  1  0.92010530  0.73010530  0.94010529  1
"
22,"# generated using pymatgen
data_Tb2PdRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.90820312
_cell_length_b   4.90820317
_cell_length_c   4.90820311
_cell_angle_alpha   59.71636024
_cell_angle_beta   59.71636084
_cell_angle_gamma   59.71635952
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2PdRu
_chemical_formula_sum   'Tb2 Pd1 Ru1'
_cell_volume   83.07028967
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.86996195  0.37996196  0.52996196  1
  Tb  Tb1  1  0.37003804  0.88003804  0.03003804  1
  Pd  Pd2  1  0.62000000  0.13000000  0.28000000  1
  Ru  Ru3  1  0.12000000  0.63000000  0.78000000  1
"
23,"# generated using pymatgen
data_Tm(GaCu)6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.26154003
_cell_length_b   7.43833802
_cell_length_c   4.06263510
_cell_angle_alpha   94.66777279
_cell_angle_beta   90.01443990
_cell_angle_gamma   108.67899356
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm(GaCu)6
_chemical_formula_sum   'Tm1 Ga6 Cu6'
_cell_volume   207.11005404
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.42324422  0.57538488  0.29576556  1
  Ga  Ga1  1  0.92750314  0.09792413  0.27015613  1
  Ga  Ga2  1  0.70349704  0.81913108  0.85691821  1
  Ga  Ga3  1  0.13010652  0.35473825  0.78910220  1
  Ga  Ga4  1  0.41606414  -0.07903104  0.71618519  1
  Ga  Ga5  1  0.10356403  0.69778246  0.94178131  1
  Ga  Ga6  1  0.62966881  0.28235516  0.27721358  1
  Cu  Cu7  1  0.07289336  0.99878497  0.74901924  1
  Cu  Cu8  1  0.74796585  0.49783089  0.82264076  1
  Cu  Cu9  1  0.41972311  0.25912389  0.76963596  1
  Cu  Cu10  1  0.85011264  0.72755889  0.35743973  1
  Cu  Cu11  1  -0.01868408  0.45213716  0.31877460  1
  Cu  Cu12  1  0.29434123  0.04627928  0.23536753  1
"
24,"# generated using pymatgen
data_Ce2TlIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.43080345
_cell_length_b   5.43080344
_cell_length_c   5.43080343
_cell_angle_alpha   59.76611572
_cell_angle_beta   59.76611552
_cell_angle_gamma   59.76611547
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce2TlIn
_chemical_formula_sum   'Ce2 Tl1 In1'
_cell_volume   112.65871477
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.20997498  0.80997498  0.28997498  1
  Ce  Ce1  1  0.71002502  0.31002502  0.79002502  1
  Tl  Tl2  1  0.46000000  0.06000000  0.54000000  1
  In  In3  1  0.96000000  0.56000000  0.04000000  1
"
25,"# generated using pymatgen
data_La2TlHg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.60569988
_cell_length_b   5.60570002
_cell_length_c   5.60569993
_cell_angle_alpha   59.94054778
_cell_angle_beta   59.94054705
_cell_angle_gamma   59.94054749
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2TlHg
_chemical_formula_sum   'La2 Tl1 Hg1'
_cell_volume   124.39087664
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.21004413  0.44004413  0.92004414  1
  La  La1  1  0.70995587  0.93995586  0.41995586  1
  Tl  Tl2  1  0.46000000  0.69000000  0.17000000  1
  Hg  Hg3  1  0.96000000  0.19000000  0.67000000  1
"
