,cif
10,"# generated using pymatgen
data_Y2ZnIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.22310048
_cell_length_b   5.22310058
_cell_length_c   5.22310046
_cell_angle_alpha   59.88076670
_cell_angle_beta   59.88076551
_cell_angle_gamma   59.88076566
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y2ZnIn
_chemical_formula_sum   'Y2 Zn1 In1'
_cell_volume   100.48324191
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.53991798  0.80991797  0.43991798  1
  Y  Y1  1  0.04008202  0.31008203  0.94008202  1
  Zn  Zn2  1  0.79000000  0.06000000  0.69000000  1
  In  In3  1  0.29000000  0.56000000  0.19000000  1
"
11,"# generated using pymatgen
data_Gd2RuRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.89788389
_cell_length_b   4.89788386
_cell_length_c   4.89788402
_cell_angle_alpha   59.61644778
_cell_angle_beta   59.61644792
_cell_angle_gamma   59.61644840
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Gd2RuRh
_chemical_formula_sum   'Gd2 Ru1 Rh1'
_cell_volume   82.35845812
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.83001193  0.60001193  0.35001193  1
  Gd  Gd1  1  0.32998807  0.09998807  0.84998807  1
  Ru  Ru2  1  0.08000000  0.85000000  0.60000000  1
  Rh  Rh3  1  0.58000000  0.35000000  0.10000000  1
"
12,"# generated using pymatgen
data_Ce2NiGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.00410614
_cell_length_b   5.00410611
_cell_length_c   5.00410621
_cell_angle_alpha   59.61293300
_cell_angle_beta   59.61293272
_cell_angle_gamma   59.61293325
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce2NiGe
_chemical_formula_sum   'Ce2 Ni1 Ge1'
_cell_volume   87.82682873
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.91982404  0.62982403  0.51982403  1
  Ce  Ce1  1  0.42017597  0.13017596  0.02017596  1
  Ni  Ni2  1  0.17000000  0.88000000  0.77000000  1
  Ge  Ge3  1  0.66999999  0.38000000  0.27000000  1
"
13,"# generated using pymatgen
data_KMnF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26432028
_cell_length_b   4.26432036
_cell_length_c   4.26432032
_cell_angle_alpha   89.99999995
_cell_angle_beta   90.00000024
_cell_angle_gamma   89.99999987
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KMnF3
_chemical_formula_sum   'K1 Mn1 F3'
_cell_volume   77.54422477
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.51000000  0.98000000  0.39000000  1
  Mn  Mn1  1  0.01000000  0.48000000  0.89000000  1
  F  F2  1  0.51000000  0.48000000  0.89000000  1
  F  F3  1  0.01000000  0.98000000  0.89000000  1
  F  F4  1  0.01000000  0.48000000  0.39000000  1
"
14,"# generated using pymatgen
data_VO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.46217755
_cell_length_b   3.89681784
_cell_length_c   3.74014161
_cell_angle_alpha   89.74816270
_cell_angle_beta   69.67495270
_cell_angle_gamma   70.70414054
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VO2
_chemical_formula_sum   'V2 O4'
_cell_volume   69.90886828
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.41580601  0.73237674  0.34350418  1
  V  V1  1  0.92387507  0.39898435  0.56529387  1
  O  O2  1  0.36960686  0.19259078  0.33154369  1
  O  O3  1  0.81992655  0.46941161  0.12027530  1
  O  O4  1  0.03244012  0.85490205  0.52987622  1
  O  O5  1  0.47834539  0.65173444  0.78950676  1
"
15,"# generated using pymatgen
data_Eu2Au
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.09361899
_cell_length_b   9.56087522
_cell_length_c   5.96341107
_cell_angle_alpha   90.10501113
_cell_angle_beta   89.83039606
_cell_angle_gamma   113.90497413
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Eu2Au
_chemical_formula_sum   'Eu6 Au3'
_cell_volume   317.62583848
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.56758486  0.40176648  0.27999560  1
  Eu  Eu1  1  0.22293517  0.67567752  0.27999622  1
  Eu  Eu2  1  0.87253103  0.11701703  0.28005770  1
  Eu  Eu3  1  0.02087399  0.40515298  0.77984824  1
  Eu  Eu4  1  0.32758115  0.12773382  0.77987956  1
  Eu  Eu5  1  0.61500747  0.85190417  0.77990553  1
  Au  Au6  1  1.05833609  0.75083053  0.78039219  1
  Au  Au7  1  0.57604773  0.50776770  0.78021256  1
  Au  Au8  1  0.31910252  0.02214977  0.27971241  1
"
16,"# generated using pymatgen
data_Tb2TlCd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.35549021
_cell_length_b   5.35549038
_cell_length_c   5.35549038
_cell_angle_alpha   60.24854305
_cell_angle_beta   60.24854231
_cell_angle_gamma   60.24854393
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2TlCd
_chemical_formula_sum   'Tb2 Tl1 Cd1'
_cell_volume   109.22430698
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.97996554  0.04996555  0.63996554  1
  Tb  Tb1  1  0.48003446  0.55003446  0.14003446  1
  Tl  Tl2  1  0.73000000  0.80000000  0.39000000  1
  Cd  Cd3  1  0.23000000  0.30000000  0.89000000  1
"
17,"# generated using pymatgen
data_Al3Ir
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.83150678
_cell_length_b   3.83150674
_cell_length_c   3.83150681
_cell_angle_alpha   90.00000033
_cell_angle_beta   90.00000010
_cell_angle_gamma   89.99999936
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al3Ir
_chemical_formula_sum   'Al3 Ir1'
_cell_volume   56.24822142
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.74000000  0.34000000  0.17000000  1
  Al  Al1  1  0.74000000  0.84000000  0.67000000  1
  Al  Al2  1  0.24000000  0.34000000  0.67000000  1
  Ir  Ir3  1  0.24000000  0.84000000  0.17000000  1
"
18,"# generated using pymatgen
data_CsPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.03637447
_cell_length_b   4.80759833
_cell_length_c   10.47970253
_cell_angle_alpha   89.99999653
_cell_angle_beta   90.00000372
_cell_angle_gamma   89.99999719
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsPt
_chemical_formula_sum   'Cs4 Pt4'
_cell_volume   304.12582790
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.29000000  0.40175321  0.66191056  1
  Cs  Cs1  1  0.78999999  0.41859554  0.86864722  1
  Cs  Cs2  1  0.28999999  0.90175325  0.36808944  1
  Cs  Cs3  1  0.79000001  0.91859552  0.16135279  1
  Pt  Pt4  1  0.79000000  0.90989684  0.54231231  1
  Pt  Pt5  1  0.29000000  0.40975441  1.04298070  1
  Pt  Pt6  1  0.79000001  0.40989683  0.48768768  1
  Pt  Pt7  1  0.29000000  0.90975441  -0.01298069  1
"
19,"# generated using pymatgen
data_MgSn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.67637504
_cell_length_b   12.88553430
_cell_length_c   7.93361802
_cell_angle_alpha   66.75549238
_cell_angle_beta   83.89421952
_cell_angle_gamma   67.77827540
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgSn2
_chemical_formula_sum   'Mg6 Sn12'
_cell_volume   579.80153106
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.42881061  0.27804982  0.16302400  1
  Mg  Mg1  1  0.61234787  0.59230727  0.39778378  1
  Mg  Mg2  1  0.01667008  0.87652107  0.29524525  1
  Mg  Mg3  1  0.78659636  0.08748682  0.79608744  1
  Mg  Mg4  1  0.20325840  0.16670183  0.56721775  1
  Mg  Mg5  1  0.67760476  0.68264784  0.96691736  1
  Sn  Sn6  1  0.48544515  0.41602574  0.75408245  1
  Sn  Sn7  1  1.01767218  0.10745491  0.06848092  1
  Sn  Sn8  1  0.28076272  0.91587462  0.93850063  1
  Sn  Sn9  1  0.77845188  0.32897997  0.49809107  1
  Sn  Sn10  1  0.68252750  0.80955092  0.18578627  1
  Sn  Sn11  1  0.21827377  0.66690847  0.62003992  1
  Sn  Sn12  1  0.59347438  -0.04933163  0.64127641  1
  Sn  Sn13  1  0.03900358  0.44327489  0.24703283  1
  Sn  Sn14  1  0.36488724  0.53972221  0.01466440  1
  Sn  Sn15  1  0.84450271  1.10385011  0.42088257  1
  Sn  Sn16  1  0.76745564  0.72951388  0.56852793  1
  Sn  Sn17  1  0.32225518  0.22446127  0.87635903  1
"
20,"# generated using pymatgen
data_Ar
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.59644006
_cell_length_b   7.59643924
_cell_length_c   8.45770037
_cell_angle_alpha   68.95535993
_cell_angle_beta   68.95535825
_cell_angle_gamma   51.26000541
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ar
_chemical_formula_sum   Ar8
_cell_volume   349.18622904
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ar  Ar0  1  0.94187564  0.17812436  0.93000002  1
  Ar  Ar1  1  0.43971979  0.68028021  0.43000000  1
  Ar  Ar2  1  0.79027458  0.03071454  0.78040745  1
  Ar  Ar3  1  0.08928546  0.32972542  0.07959255  1
  Ar  Ar4  1  0.31025116  0.80974883  0.93000000  1
  Ar  Ar5  1  0.58690752  0.17844411  0.28456456  1
  Ar  Ar6  1  0.94155589  0.53309249  0.57543543  1
  Ar  Ar7  1  0.42012997  0.69987004  0.93000000  1
"
21,"# generated using pymatgen
data_Nd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.59911346
_cell_length_b   6.58271938
_cell_length_c   6.60341085
_cell_angle_alpha   90.00000057
_cell_angle_beta   89.99999789
_cell_angle_gamma   90.00000112
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nd
_chemical_formula_sum   Nd8
_cell_volume   286.85290726
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.51000000  0.92526080  0.69012819  1
  Nd  Nd1  1  0.01000000  0.17391766  0.44000001  1
  Nd  Nd2  1  0.75883161  0.37747360  0.93999999  1
  Nd  Nd3  1  0.51000000  0.92526079  0.18987182  1
  Nd  Nd4  1  0.01000000  0.67288775  0.43999999  1
  Nd  Nd5  1  0.26116838  0.37747361  0.94000000  1
  Nd  Nd6  1  0.01000000  0.88554825  0.94000000  1
  Nd  Nd7  1  0.51000000  0.43217753  0.44000000  1
"
22,"# generated using pymatgen
data_CsAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.23111953
_cell_length_b   6.23111958
_cell_length_c   6.23111964
_cell_angle_alpha   59.57793986
_cell_angle_beta   59.57793947
_cell_angle_gamma   59.57793813
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsAu
_chemical_formula_sum   'Cs2 Au2'
_cell_volume   169.43238170
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.49000000  0.82000000  0.15000000  1
  Cs  Cs1  1  0.99000000  0.32000000  0.65000000  1
  Au  Au2  1  0.24000000  0.57000000  0.90000000  1
  Au  Au3  1  0.74000000  0.07000000  0.40000000  1
"
23,"# generated using pymatgen
data_Eu2Pd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.14443444
_cell_length_b   9.14443463
_cell_length_c   9.14443408
_cell_angle_alpha   32.69601233
_cell_angle_beta   32.69601524
_cell_angle_gamma   32.69600823
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Eu2Pd
_chemical_formula_sum   'Eu4 Pd2'
_cell_volume   198.46566629
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Eu  Eu0  1  0.27972389  0.38972390  0.43972390  1
  Eu  Eu1  1  0.77972390  0.88972390  0.93972390  1
  Eu  Eu2  1  0.03071009  0.14071009  0.19071009  1
  Eu  Eu3  1  0.53071009  0.64071009  0.69071010  1
  Pd  Pd4  1  0.65956601  0.76956601  0.81956602  1
  Pd  Pd5  1  0.15956602  0.26956601  0.31956600  1
"
