,cif
10,"# generated using pymatgen
data_Nd3Ga6Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.32575242
_cell_length_b   8.64140017
_cell_length_c   8.50327814
_cell_angle_alpha   63.42841796
_cell_angle_beta   85.73579508
_cell_angle_gamma   109.33999257
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nd3Ga6Pb
_chemical_formula_sum   'Nd6 Ga12 Pb2'
_cell_volume   498.01693743
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.08372813  0.91674579  0.29306865  1
  Nd  Nd1  1  0.60563968  0.64305556  0.26954538  1
  Nd  Nd2  1  0.56838973  0.12592008  0.96427009  1
  Nd  Nd3  1  0.58802411  0.55057066  0.93921388  1
  Nd  Nd4  1  0.22943862  0.06368735  0.67745527  1
  Nd  Nd5  1  0.06013219  0.41664789  0.58505066  1
  Ga  Ga6  1  0.64942652  0.25625079  0.54414794  1
  Ga  Ga7  1  0.42796074  0.44060261  0.66458012  1
  Ga  Ga8  1  0.95502752  0.73031091  1.02475245  1
  Ga  Ga9  1  0.39890000  0.81625099  0.41963458  1
  Ga  Ga10  1  0.21027574  0.30584170  0.94309706  1
  Ga  Ga11  1  0.91623795  0.03938025  0.95471908  1
  Ga  Ga12  1  0.50881048  0.90087536  0.69195734  1
  Ga  Ga13  1  0.75473950  0.52305266  0.61420432  1
  Ga  Ga14  1  0.19787765  0.30138235  0.29932293  1
  Ga  Ga15  1  0.46226306  0.17550434  0.31930424  1
  Ga  Ga16  1  0.97617630  0.65370502  0.75315206  1
  Ga  Ga17  1  0.70305558  0.82684547  0.51172013  1
  Pb  Pb18  1  0.89320625  0.30485065  1.10549283  1
  Pb  Pb19  1  0.30069026  0.72851956  1.06531100  1
"
11,"# generated using pymatgen
data_GdGaGe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.68894099
_cell_length_b   3.69185438
_cell_length_c   9.97490163
_cell_angle_alpha   82.42045528
_cell_angle_beta   82.38075353
_cell_angle_gamma   80.89118265
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdGaGe
_chemical_formula_sum   'Gd2 Ga2 Ge2'
_cell_volume   132.09457528
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.82447834  0.67745799  0.29170844  1
  Gd  Gd1  1  0.32563549  0.19585472  0.79148816  1
  Ga  Ga2  1  0.33391359  0.19070151  0.10275723  1
  Ga  Ga3  1  0.83578056  0.70017931  0.60221806  1
  Ge  Ge4  1  0.28010250  0.13826077  0.48589619  1
  Ge  Ge5  1  0.77008952  0.63754571  0.98593192  1
"
12,"# generated using pymatgen
data_CaBiPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.21891098
_cell_length_b   10.62573944
_cell_length_c   5.22942832
_cell_angle_alpha   88.96724572
_cell_angle_beta   68.55745280
_cell_angle_gamma   113.14485734
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaBiPd2
_chemical_formula_sum   'Ca4 Bi4 Pd8'
_cell_volume   383.83198807
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.03300719  0.78249792  0.73811183  1
  Ca  Ca1  1  0.67052016  0.07738813  0.89700736  1
  Ca  Ca2  1  0.30227409  0.19802419  0.37802428  1
  Ca  Ca3  1  0.52649233  0.56088571  0.12256577  1
  Bi  Bi4  1  0.15562543  0.34895612  0.90374127  1
  Bi  Bi5  1  0.80848267  0.47759479  0.40752378  1
  Bi  Bi6  1  0.41648881  0.74618836  0.70883907  1
  Bi  Bi7  1  0.90478109  -0.01994304  0.26242381  1
  Pd  Pd8  1  0.47636674  0.24238504  0.77800710  1
  Pd  Pd9  1  0.23873570  0.95699432  0.10948581  1
  Pd  Pd10  1  0.79568915  0.39195908  0.91620280  1
  Pd  Pd11  1  0.10385571  0.40466655  0.43121335  1
  Pd  Pd12  1  0.37921908  0.78027563  0.22830987  1
  Pd  Pd13  1  0.78926885  0.20854311  0.33002329  1
  Pd  Pd14  1  0.74149852  0.70641374  0.49680790  1
  Pd  Pd15  1  0.41769450  -0.00282966  0.53171270  1
"
13,"# generated using pymatgen
data_Er2Ge3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10075533
_cell_length_b   7.44528365
_cell_length_c   7.28266923
_cell_angle_alpha   87.27989832
_cell_angle_beta   89.99999559
_cell_angle_gamma   90.00000211
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Er2Ge3
_chemical_formula_sum   'Er4 Ge6'
_cell_volume   222.09873729
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.67999989  0.88523009  -0.03830350  1
  Er  Er1  1  0.68000019  0.81366341  0.47057597  1
  Er  Er2  1  0.18000010  0.31195095  0.96834126  1
  Er  Er3  1  0.17999990  0.39938923  0.45889764  1
  Ge  Ge4  1  0.67999957  0.18501320  0.29073421  1
  Ge  Ge5  1  0.18000014  0.69494593  0.76504145  1
  Ge  Ge6  1  0.18000020  0.03599737  0.67336790  1
  Ge  Ge7  1  0.17999966  -0.01352795  0.22367146  1
  Ge  Ge8  1  0.68000011  0.48497491  0.73214436  1
  Ge  Ge9  1  0.68000024  0.52236285  0.17552926  1
"
14,"# generated using pymatgen
data_Y3Al
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.37920200
_cell_length_b   5.37920191
_cell_length_c   5.37920191
_cell_angle_alpha   59.91137488
_cell_angle_beta   59.91137479
_cell_angle_gamma   59.91137557
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Y3Al
_chemical_formula_sum   'Y3 Al1'
_cell_volume   109.84101417
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.34010163  0.87010163  0.08010163  1
  Y  Y1  1  0.83989837  0.36989837  0.57989837  1
  Y  Y2  1  0.59000000  0.12000000  0.33000000  1
  Al  Al3  1  0.09000000  0.62000000  0.83000000  1
"
15,"# generated using pymatgen
data_Ca3In3Ni4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   12.37817934
_cell_length_b   5.21849140
_cell_length_c   3.84562509
_cell_angle_alpha   89.99999913
_cell_angle_beta   90.00000148
_cell_angle_gamma   120.64486621
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca3In3Ni4
_chemical_formula_sum   'Ca3 In3 Ni4'
_cell_volume   213.71765059
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.67434908  0.42220422  0.07000000  1
  Ca  Ca1  1  0.34099211  0.78053168  0.07000000  1
  Ca  Ca2  1  -0.00904222  0.08985841  0.07000000  1
  In  In3  1  0.91235267  0.50457866  0.56999999  1
  In  In4  1  0.24243242  0.14825462  0.57000001  1
  In  In5  1  0.56255820  0.78327602  0.57000001  1
  Ni  Ni6  1  0.14430207  0.52819282  0.56999999  1
  Ni  Ni7  1  0.43307835  0.39697915  0.07000000  1
  Ni  Ni8  1  0.79385715  -0.09147128  0.57000000  1
  Ni  Ni9  1  0.09512017  0.72759571  0.07000000  1
"
16,"# generated using pymatgen
data_Ho(ZnPt)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33427333
_cell_length_b   4.33427332
_cell_length_c   12.37845509
_cell_angle_alpha   89.97880780
_cell_angle_beta   90.02119138
_cell_angle_gamma   120.00044011
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho(ZnPt)2
_chemical_formula_sum   'Ho2 Zn4 Pt4'
_cell_volume   201.38526973
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.00398577  0.22601423  0.06572715  1
  Ho  Ho1  1  0.00401934  0.22598065  0.56572874  1
  Zn  Zn2  1  0.67078828  0.55921172  0.23644121  1
  Zn  Zn3  1  0.33726092  0.89273908  0.39515190  1
  Zn  Zn4  1  0.33744839  0.89255161  0.73644220  1
  Zn  Zn5  1  0.67051544  0.55948455  0.89515159  1
  Pt  Pt6  1  0.33741258  0.89258742  0.18472855  1
  Pt  Pt7  1  0.67060604  0.55939397  0.44794974  1
  Pt  Pt8  1  0.67075074  0.55924926  0.68472961  1
  Pt  Pt9  1  0.33721249  0.89278751  0.94794930  1
"
17,"# generated using pymatgen
data_Ca(CdP2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.30792301
_cell_length_b   6.91545975
_cell_length_c   10.73651144
_cell_angle_alpha   56.95000647
_cell_angle_beta   85.26420122
_cell_angle_gamma   112.69287939
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca(CdP2)2
_chemical_formula_sum   'Ca2 Cd4 P8'
_cell_volume   335.18228453
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.32012132  0.26880710  0.93202255  1
  Ca  Ca1  1  0.27572178  0.05331101  0.38712519  1
  Cd  Cd2  1  0.30281554  0.66830325  0.19068240  1
  Cd  Cd3  1  0.82939948  0.12571453  0.22300060  1
  Cd  Cd4  1  0.78869232  0.10851363  0.65058427  1
  Cd  Cd5  1  0.78990072  0.67712058  0.10459630  1
  P  P6  1  0.63131147  0.40456416  0.44871966  1
  P  P7  1  0.87035013  0.34639883  0.92957183  1
  P  P8  1  0.76952357  0.88228392  0.51768970  1
  P  P9  1  0.20833054  0.66404705  0.70899149  1
  P  P10  1  0.64900754  0.46184597  0.63113231  1
  P  P11  1  0.49546975  0.69213401  0.95687203  1
  P  P12  1  1.00836128  0.78376391  0.26822126  1
  P  P13  1  0.17099457  0.70319204  0.90079043  1
"
18,"# generated using pymatgen
data_PaGeF4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.80817098
_cell_length_b   5.59689748
_cell_length_c   6.17929595
_cell_angle_alpha   66.58117755
_cell_angle_beta   85.68520038
_cell_angle_gamma   132.16285717
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PaGeF4
_chemical_formula_sum   'Pa1 Ge1 F4'
_cell_volume   118.10120357
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pa  Pa0  1  0.13811839  0.32754854  0.15377466  1
  Ge  Ge1  1  0.58789499  0.67389699  0.66437519  1
  F  F2  1  0.96340787  0.33699152  0.47546280  1
  F  F3  1  0.33711028  0.15757221  0.32432542  1
  F  F4  1  0.06584006  0.64529788  0.95806660  1
  F  F5  1  0.64762840  0.89869287  1.08399532  1
"
19,"# generated using pymatgen
data_MgNiPt4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.78461234
_cell_length_b   4.83330319
_cell_length_c   7.37118232
_cell_angle_alpha   140.11178913
_cell_angle_beta   77.58410009
_cell_angle_gamma   80.26392285
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgNiPt4
_chemical_formula_sum   'Mg1 Ni1 Pt4'
_cell_volume   90.30179258
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.26114298  0.54171177  0.74221854  1
  Ni  Ni1  1  0.09481501  0.85669141  0.56689067  1
  Pt  Pt2  1  0.60494723  0.85789927  1.06762805  1
  Pt  Pt3  1  -0.06455925  0.20316567  0.40782378  1
  Pt  Pt4  1  0.75518774  0.55301156  0.25256529  1
  Pt  Pt5  1  0.42846629  0.20752031  0.91287368  1
"
20,"# generated using pymatgen
data_CdSnSbPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.13831925
_cell_length_b   5.02573800
_cell_length_c   5.12400651
_cell_angle_alpha   70.01262989
_cell_angle_beta   89.99999516
_cell_angle_gamma   90.00000037
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdSnSbPd
_chemical_formula_sum   'Cd1 Sn1 Sb1 Pd1'
_cell_volume   100.15073866
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.55000000  0.64479752  0.27977683  1
  Sn  Sn1  1  0.04999998  0.96667111  0.55534050  1
  Sb  Sb2  1  0.04999999  0.35990607  -0.03558915  1
  Pd  Pd3  1  0.55000002  0.14862530  0.78047181  1
"
