,cif
10,"# generated using pymatgen
data_TaCu3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30299170
_cell_length_b   4.30299172
_cell_length_c   4.30299156
_cell_angle_alpha   59.75317702
_cell_angle_beta   59.75317754
_cell_angle_gamma   59.75317397
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaCu3
_chemical_formula_sum   'Ta1 Cu3'
_cell_volume   56.02160689
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.97000000  0.55000000  0.05000000  1
  Cu  Cu1  1  0.47000000  0.05000000  0.55000000  1
  Cu  Cu2  1  0.72012026  0.30012026  0.80012026  1
  Cu  Cu3  1  0.21987974  0.79987973  0.29987974  1
"
11,"# generated using pymatgen
data_GdTmAu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09875100
_cell_length_b   5.09875092
_cell_length_c   5.09875112
_cell_angle_alpha   59.50694915
_cell_angle_beta   59.50694952
_cell_angle_gamma   59.50694899
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdTmAu2
_chemical_formula_sum   'Gd1 Tm1 Au2'
_cell_volume   92.67855228
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.34000000  0.22000000  0.48000000  1
  Tm  Tm1  1  0.84000000  0.72000000  0.98000000  1
  Au  Au2  1  0.09004784  0.97004784  0.23004784  1
  Au  Au3  1  0.58995216  0.46995216  0.72995216  1
"
12,"# generated using pymatgen
data_GdBi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50245156
_cell_length_b   4.50248129
_cell_length_c   15.02734504
_cell_angle_alpha   90.00278641
_cell_angle_beta   89.99860778
_cell_angle_gamma   120.00021755
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GdBi
_chemical_formula_sum   'Gd4 Bi4'
_cell_volume   263.82315084
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Gd  Gd0  1  0.22685863  0.34682818  0.60251710  1
  Gd  Gd1  1  0.89314137  0.67996954  0.10251710  1
  Gd  Gd2  1  0.56014546  0.00801665  0.35249553  1
  Gd  Gd3  1  0.55985453  0.00787119  0.85249553  1
  Bi  Bi4  1  0.89266337  0.67837518  0.47651259  1
  Bi  Bi5  1  0.22733664  0.34571181  -0.02348741  1
  Bi  Bi6  1  0.22739005  0.34530875  0.22847478  1
  Bi  Bi7  1  0.89260995  0.67791871  0.72847479  1
"
13,"# generated using pymatgen
data_ZrNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.28580543
_cell_length_b   4.83876759
_cell_length_c   4.07862894
_cell_angle_alpha   65.05853445
_cell_angle_beta   71.09934419
_cell_angle_gamma   109.58106430
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrNi2
_chemical_formula_sum   'Zr2 Ni4'
_cell_volume   88.88416966
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.24889524  0.61227139  0.39195288  1
  Zr  Zr1  1  0.85144215  0.72210072  1.03403264  1
  Ni  Ni2  1  0.67112119  0.89739254  0.53538005  1
  Ni  Ni3  1  0.68345533  0.26728123  0.84505719  1
  Ni  Ni4  1  0.37863067  0.09940818  0.58435735  1
  Ni  Ni5  1  1.19645542  0.19154593  0.12921989  1
"
14,"# generated using pymatgen
data_YGe3Ru2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.64440423
_cell_length_b   6.70878397
_cell_length_c   5.58625601
_cell_angle_alpha   119.45280671
_cell_angle_beta   100.26097035
_cell_angle_gamma   47.41123814
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YGe3Ru2
_chemical_formula_sum   'Y1 Ge3 Ru2'
_cell_volume   108.29111603
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.82239628  0.72031454  0.39905222  1
  Ge  Ge1  1  -0.00548176  0.18362469  0.34657301  1
  Ge  Ge2  1  0.59648187  1.02277251  0.01625452  1
  Ge  Ge3  1  0.78571022  0.27288455  0.83851306  1
  Ru  Ru4  1  0.31316549  0.76952813  0.82672680  1
  Ru  Ru5  1  0.12772793  0.43087561  0.80288044  1
"
15,"# generated using pymatgen
data_TbNdCu2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.99958087
_cell_length_b   4.99958119
_cell_length_c   4.99958108
_cell_angle_alpha   59.71764835
_cell_angle_beta   59.71764650
_cell_angle_gamma   59.71764790
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TbNdCu2
_chemical_formula_sum   'Tb1 Nd1 Cu2'
_cell_volume   87.79944719
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.39000000  0.75000000  0.69000000  1
  Nd  Nd1  1  0.89000000  0.25000000  0.19000000  1
  Cu  Cu2  1  0.64005844  0.00005844  0.94005844  1
  Cu  Cu3  1  0.13994156  0.49994156  0.43994156  1
"
16,"# generated using pymatgen
data_Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.62228766
_cell_length_b   7.13239975
_cell_length_c   13.64063894
_cell_angle_alpha   75.64782560
_cell_angle_beta   89.87971185
_cell_angle_gamma   72.28434765
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sn
_chemical_formula_sum   Sn12
_cell_volume   503.19767984
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.23835261  0.47949891  0.80889126  1
  Sn  Sn1  1  0.78692359  0.00688548  0.30000965  1
  Sn  Sn2  1  0.77498466  0.38947519  0.90325419  1
  Sn  Sn3  1  -0.03957513  0.65234400  0.21451703  1
  Sn  Sn4  1  0.48868706  0.88128217  0.46970811  1
  Sn  Sn5  1  0.42109485  0.10039323  0.73696040  1
  Sn  Sn6  1  0.09123662  0.24173166  0.34669977  1
  Sn  Sn7  1  0.83434529  0.78590907  0.86846900  1
  Sn  Sn8  1  0.62139620  0.63719765  0.05485732  1
  Sn  Sn9  1  0.38655174  0.33404129  0.16982144  1
  Sn  Sn10  1  0.07582320  0.13315831  0.56616735  1
  Sn  Sn11  1  0.83017930  0.82808303  0.65064448  1
"
17,"# generated using pymatgen
data_Zr2AlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67901931
_cell_length_b   4.67901922
_cell_length_c   4.67901924
_cell_angle_alpha   59.96530459
_cell_angle_beta   59.96530346
_cell_angle_gamma   59.96530525
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr2AlNi
_chemical_formula_sum   'Zr2 Al1 Ni1'
_cell_volume   72.37818012
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.96982705  0.54982705  0.49982704  1
  Zr  Zr1  1  0.47017296  0.05017296  0.00017295  1
  Al  Al2  1  0.71999999  0.30000000  0.25000001  1
  Ni  Ni3  1  0.22000000  0.80000000  0.75000000  1
"
18,"# generated using pymatgen
data_Pr4IrPd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.27280239
_cell_length_b   6.27280244
_cell_length_c   6.30000608
_cell_angle_alpha   109.42466775
_cell_angle_beta   109.42466593
_cell_angle_gamma   109.19843460
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr4IrPd3
_chemical_formula_sum   'Pr4 Ir1 Pd3'
_cell_volume   191.68420214
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.53000000  0.25000000  0.39000000  1
  Pr  Pr1  1  0.53000000  0.75000000  0.89000000  1
  Pr  Pr2  1  0.03000000  0.25000000  0.89000000  1
  Pr  Pr3  1  0.03000000  0.75000000  0.39000000  1
  Ir  Ir4  1  0.03000000  0.75000000  0.89000000  1
  Pd  Pd5  1  0.03000000  0.25000000  0.39000000  1
  Pd  Pd6  1  0.53000000  0.75000000  0.39000000  1
  Pd  Pd7  1  0.53000000  0.25000000  0.89000000  1
"
19,"# generated using pymatgen
data_Pd2Ru3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.70073654
_cell_length_b   2.70096871
_cell_length_c   19.84572113
_cell_angle_alpha   89.89292891
_cell_angle_beta   89.86724643
_cell_angle_gamma   89.97135173
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pd2Ru3
_chemical_formula_sum   'Pd4 Ru6'
_cell_volume   144.76603542
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.51168148  0.31738897  0.83722736  1
  Pd  Pd1  1  0.52943288  0.33618092  0.43226400  1
  Pd  Pd2  1  0.04208372  0.84820813  0.54138465  1
  Pd  Pd3  1  1.01093875  0.81451866  0.13700866  1
  Ru  Ru4  1  0.01104103  0.81520279  0.33014110  1
  Ru  Ru5  1  0.03521463  0.83596951  -0.05693971  1
  Ru  Ru6  1  0.02645533  0.83065759  0.73206888  1
  Ru  Ru7  1  0.50934019  0.31265740  0.24172861  1
  Ru  Ru8  1  0.52982871  0.33135220  0.03159150  1
  Ru  Ru9  1  0.53398330  0.33786382  0.64352496  1
"
20,"# generated using pymatgen
data_ErSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.45516419
_cell_length_b   3.45516430
_cell_length_c   3.45516421
_cell_angle_alpha   90.00000001
_cell_angle_beta   90.00000101
_cell_angle_gamma   90.00000033
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErSi
_chemical_formula_sum   'Er1 Si1'
_cell_volume   41.24830308
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.21000000  0.34000000  0.30000000  1
  Si  Si1  1  0.71000000  0.84000000  0.80000000  1
"
21,"# generated using pymatgen
data_Mg4Al3Ga
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.70379328
_cell_length_b   5.74413337
_cell_length_c   5.39186246
_cell_angle_alpha   67.11271460
_cell_angle_beta   100.70802111
_cell_angle_gamma   133.27555612
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg4Al3Ga
_chemical_formula_sum   'Mg4 Al3 Ga1'
_cell_volume   158.87354213
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.06589346  0.37871570  0.83785990  1
  Mg  Mg1  1  0.73197342  0.15144106  0.31915814  1
  Mg  Mg2  1  0.32649606  0.38136499  0.38533887  1
  Mg  Mg3  1  0.54952474  0.55690843  0.87680859  1
  Al  Al4  1  0.24075029  0.83275191  0.26566467  1
  Al  Al5  1  1.00804357  0.80942994  0.85027754  1
  Al  Al6  1  0.85706050  0.74967535  0.36586882  1
  Ga  Ga7  1  0.52025797  0.05971262  0.81902348  1
"
22,"# generated using pymatgen
data_Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.90283113
_cell_length_b   5.00127045
_cell_length_c   6.68122421
_cell_angle_alpha   134.83939593
_cell_angle_beta   101.76312463
_cell_angle_gamma   85.14971285
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn
_chemical_formula_sum   Zn10
_cell_volume   159.53643808
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.21778484  0.40565832  0.81184389  1
  Zn  Zn1  1  0.46941712  0.17413767  0.41422734  1
  Zn  Zn2  1  0.08333725  0.04189257  0.23629330  1
  Zn  Zn3  1  0.56156313  0.81397485  0.57651639  1
  Zn  Zn4  1  0.79500734  0.74331275  0.28116903  1
  Zn  Zn5  1  0.82543214  0.36602675  0.78588151  1
  Zn  Zn6  1  0.32165586  -0.00880178  -0.08183310  1
  Zn  Zn7  1  0.94504822  0.68529143  0.64570324  1
  Zn  Zn8  1  0.18958175  0.63878653  0.34820021  1
  Zn  Zn9  1  0.71117234  0.06972089  1.08199818  1
"
