,cif
10,"# generated using pymatgen
data_VPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34084132
_cell_length_b   4.34084140
_cell_length_c   4.34084134
_cell_angle_alpha   59.92912503
_cell_angle_beta   59.92912586
_cell_angle_gamma   59.92912571
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VPd
_chemical_formula_sum   'V2 Pd2'
_cell_volume   57.74415118
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.63000000  0.65000000  0.14000000  1
  V  V1  1  0.13000000  0.15000000  0.64000000  1
  Pd  Pd2  1  0.88000000  0.90000000  0.39000000  1
  Pd  Pd3  1  0.38000000  0.40000000  0.89000000  1
"
11,"# generated using pymatgen
data_SrMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.48961357
_cell_length_b   5.48961366
_cell_length_c   5.48983321
_cell_angle_alpha   119.96860365
_cell_angle_beta   119.96860434
_cell_angle_gamma   90.00014988
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrMnO3
_chemical_formula_sum   'Sr2 Mn2 O6'
_cell_volume   117.09512391
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.61000000  0.43000000  0.12000000  1
  Sr  Sr1  1  0.11000000  0.93000000  0.12000000  1
  Mn  Mn2  1  0.86000000  0.18000000  0.62000000  1
  Mn  Mn3  1  0.36000000  0.68000000  0.62000000  1
  O  O4  1  0.61000000  0.93000000  0.62000000  1
  O  O5  1  0.11000000  0.43000000  0.62000000  1
  O  O6  1  0.11000000  0.93000000  0.62000000  1
  O  O7  1  0.61000000  0.43000000  0.62000000  1
  O  O8  1  0.11000000  0.43000000  0.12000000  1
  O  O9  1  0.61000000  0.93000000  0.12000000  1
"
12,"# generated using pymatgen
data_Dy2CdAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.20476230
_cell_length_b   5.20476241
_cell_length_c   5.20476239
_cell_angle_alpha   59.13777630
_cell_angle_beta   59.13777582
_cell_angle_gamma   59.13777674
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Dy2CdAu
_chemical_formula_sum   'Dy2 Cd1 Au1'
_cell_volume   97.73903838
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.68009858  0.19009858  0.72009858  1
  Dy  Dy1  1  0.17990142  0.68990142  0.21990142  1
  Cd  Cd2  1  0.93000000  0.44000000  0.97000000  1
  Au  Au3  1  0.43000000  0.94000000  0.47000000  1
"
13,"# generated using pymatgen
data_Ba(PRu)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.74535056
_cell_length_b   6.75535882
_cell_length_c   6.74075800
_cell_angle_alpha   143.86276582
_cell_angle_beta   143.82880541
_cell_angle_gamma   52.02013073
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(PRu)2
_chemical_formula_sum   'Ba1 P2 Ru2'
_cell_volume   106.31588201
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.67817410  0.44991220  0.22005349  1
  P  P1  1  0.34787259  0.12253891  0.22416974  1
  P  P2  1  1.00805721  0.77750590  0.21578792  1
  Ru  Ru3  1  0.42771748  0.70181982  0.72149077  1
  Ru  Ru4  1  0.92817861  0.19822317  0.71849808  1
"
14,"# generated using pymatgen
data_ErAl3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   11.36303231
_cell_length_b   8.37625990
_cell_length_c   8.37625971
_cell_angle_alpha   37.86421528
_cell_angle_beta   26.91958831
_cell_angle_gamma   26.91958729
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErAl3
_chemical_formula_sum   'Er2 Al6'
_cell_volume   163.35469501
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.60999999  0.13000000  0.54000000  1
  Er  Er1  1  0.11000001  0.63000000  0.03999999  1
  Al  Al2  1  0.35999999  0.88000000  0.29000000  1
  Al  Al3  1  0.86000001  0.38000000  0.79000000  1
  Al  Al4  1  0.86000000  0.88000000  0.79000000  1
  Al  Al5  1  0.36000000  0.38000000  0.29000000  1
  Al  Al6  1  0.85999999  0.37999999  0.29000001  1
  Al  Al7  1  0.36000001  0.88000001  0.79000000  1
"
15,"# generated using pymatgen
data_LiYTl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.21902142
_cell_length_b   5.21902133
_cell_length_c   5.21902129
_cell_angle_alpha   59.79157766
_cell_angle_beta   59.79157747
_cell_angle_gamma   59.79157890
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiYTl2
_chemical_formula_sum   'Li1 Y1 Tl2'
_cell_volume   100.04431959
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.11000000  0.64000000  0.05000000  1
  Y  Y1  1  0.61000000  0.14000000  0.55000000  1
  Tl  Tl2  1  0.85991850  0.38991850  0.79991850  1
  Tl  Tl3  1  0.36008151  0.89008150  0.30008150  1
"
16,"# generated using pymatgen
data_CdPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55699762
_cell_length_b   4.55699764
_cell_length_c   4.55699758
_cell_angle_alpha   59.96432004
_cell_angle_beta   59.96432064
_cell_angle_gamma   59.96432060
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdPt3
_chemical_formula_sum   'Cd1 Pt3'
_cell_volume   66.86053775
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.23000000  0.91000000  0.26000000  1
  Pt  Pt1  1  0.48005452  0.16005451  0.51005451  1
  Pt  Pt2  1  0.97994549  0.65994549  0.00994549  1
  Pt  Pt3  1  0.73000000  0.41000000  0.76000000  1
"
17,"# generated using pymatgen
data_CeAu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.23712429
_cell_length_b   8.26243025
_cell_length_c   9.05378306
_cell_angle_alpha   155.89149697
_cell_angle_beta   106.93354259
_cell_angle_gamma   71.46142301
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CeAu
_chemical_formula_sum   'Ce3 Au3'
_cell_volume   151.72028062
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.79988932  0.43780601  0.36785665  1
  Ce  Ce1  1  0.47000524  0.10614676  0.37004443  1
  Ce  Ce2  1  0.12054905  0.76674772  0.36476913  1
  Au  Au3  1  0.96231652  0.61338263  0.87655816  1
  Au  Au4  1  0.60390329  0.27890030  0.87346635  1
  Au  Au5  1  0.29333658  0.93701658  0.86730529  1
"
18,"# generated using pymatgen
data_La2CuPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.20869543
_cell_length_b   5.20869538
_cell_length_c   5.20869541
_cell_angle_alpha   59.03954798
_cell_angle_beta   59.03954793
_cell_angle_gamma   59.03954649
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La2CuPt
_chemical_formula_sum   'La2 Cu1 Pt1'
_cell_volume   97.73580130
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.03004693  0.11004693  0.63004693  1
  La  La1  1  0.52995307  0.60995307  0.12995307  1
  Cu  Cu2  1  0.28000000  0.36000000  0.88000000  1
  Pt  Pt3  1  0.78000000  0.86000000  0.38000000  1
"
19,"# generated using pymatgen
data_TmNi2Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.56727506
_cell_length_b   4.56727514
_cell_length_c   4.56727511
_cell_angle_alpha   59.72424250
_cell_angle_beta   59.72424124
_cell_angle_gamma   59.72424239
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmNi2Sn
_chemical_formula_sum   'Tm1 Ni2 Sn1'
_cell_volume   66.94652365
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.13000000  0.67000000  0.16000000  1
  Ni  Ni1  1  0.88007587  0.42007587  0.91007587  1
  Ni  Ni2  1  0.37992413  0.91992413  0.40992413  1
  Sn  Sn3  1  0.63000000  0.17000000  0.66000000  1
"
20,"# generated using pymatgen
data_VCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.44514907
_cell_length_b   5.10217443
_cell_length_c   5.50107884
_cell_angle_alpha   64.64530348
_cell_angle_beta   53.65608938
_cell_angle_gamma   63.41680198
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VCrO3
_chemical_formula_sum   'V2 Cr2 O6'
_cell_volume   107.23187901
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.51800624  0.62920561  0.75871328  1
  V  V1  1  0.82711256  0.94832492  0.83509123  1
  Cr  Cr2  1  0.23291777  0.44410952  0.43842940  1
  Cr  Cr3  1  0.02668613  0.14984261  0.13417397  1
  O  O4  1  0.61000286  0.25482742  0.09228062  1
  O  O5  1  1.16624862  0.51828494  -0.17997157  1
  O  O6  1  0.86475927  0.82144819  0.50496802  1
  O  O7  1  0.20915613  0.03553586  0.73723225  1
  O  O8  1  0.87757094  0.33430817  0.47226873  1
  O  O9  1  0.42753953  0.80411274  1.10681407  1
"
21,"# generated using pymatgen
data_LiPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17338617
_cell_length_b   4.17338626
_cell_length_c   4.17338632
_cell_angle_alpha   59.77552577
_cell_angle_beta   59.77552535
_cell_angle_gamma   59.77552635
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiPt
_chemical_formula_sum   'Li2 Pt2'
_cell_volume   51.13658125
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33000000  0.65000000  0.52000000  1
  Li  Li1  1  0.83000000  0.15000000  0.02000000  1
  Pt  Pt2  1  0.58000000  0.90000000  0.77000000  1
  Pt  Pt3  1  0.08000000  0.40000000  0.27000000  1
"
22,"# generated using pymatgen
data_Ba2TlSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.09197979
_cell_length_b   6.09197978
_cell_length_c   6.09197976
_cell_angle_alpha   59.00697665
_cell_angle_beta   59.00697654
_cell_angle_gamma   59.00697682
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2TlSb
_chemical_formula_sum   'Ba2 Tl1 Sb1'
_cell_volume   156.24650038
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.74998465  0.92998465  0.01998465  1
  Ba  Ba1  1  0.25001535  0.43001535  0.52001535  1
  Tl  Tl2  1  0.50000000  0.68000000  0.77000000  1
  Sb  Sb3  1  -0.00000000  0.18000000  0.27000000  1
"
23,"# generated using pymatgen
data_Mg3Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.84747555
_cell_length_b   4.84747550
_cell_length_c   4.84747560
_cell_angle_alpha   59.84069156
_cell_angle_beta   59.84069188
_cell_angle_gamma   59.84069104
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3Zn
_chemical_formula_sum   'Mg3 Zn1'
_cell_volume   80.25254900
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.54990815  0.16990815  0.20990815  1
  Mg  Mg1  1  0.05009185  0.67009185  0.71009185  1
  Mg  Mg2  1  0.30000000  0.92000000  0.96000000  1
  Zn  Zn3  1  0.80000000  0.42000000  0.46000000  1
"
24,"# generated using pymatgen
data_NdGa3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.56820310
_cell_length_b   9.92700003
_cell_length_c   5.56820280
_cell_angle_alpha   49.53054978
_cell_angle_beta   53.69005930
_cell_angle_gamma   49.53054725
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdGa3
_chemical_formula_sum   'Nd2 Ga6'
_cell_volume   170.18579970
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.11324952  0.15470744  0.24324951  1
  Nd  Nd1  1  0.61324950  0.65470743  0.74324952  1
  Ga  Ga2  1  0.35802209  0.40153472  0.48802207  1
  Ga  Ga3  1  0.85802208  0.90153474  0.98802208  1
  Ga  Ga4  1  0.48653244  0.05864713  0.61653243  1
  Ga  Ga5  1  0.98653244  0.55864713  0.11653243  1
  Ga  Ga6  1  0.74219596  0.24511070  0.87219599  1
  Ga  Ga7  1  0.24219597  0.74511070  0.37219598  1
"
25,"# generated using pymatgen
data_Tm2IrPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.83554685
_cell_length_b   4.83554687
_cell_length_c   4.83554691
_cell_angle_alpha   59.88687056
_cell_angle_beta   59.88686982
_cell_angle_gamma   59.88686984
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2IrPd
_chemical_formula_sum   'Tm2 Ir1 Pd1'
_cell_volume   79.74539858
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.14995976  0.68995976  0.50995976  1
  Tm  Tm1  1  0.65004024  0.19004024  0.01004024  1
  Ir  Ir2  1  0.40000000  0.94000000  0.76000000  1
  Pd  Pd3  1  0.90000000  0.44000000  0.26000000  1
"
