,cif
10,"# generated using pymatgen
data_Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.24816252
_cell_length_b   7.34326716
_cell_length_c   9.75849632
_cell_angle_alpha   101.01412342
_cell_angle_beta   82.00823130
_cell_angle_gamma   111.71248833
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sn
_chemical_formula_sum   Sn10
_cell_volume   472.32679179
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.02635082  -0.00267313  0.83557595  1
  Sn  Sn1  1  0.57163973  0.46465192  1.03259475  1
  Sn  Sn2  1  0.88893181  0.38176075  0.38964013  1
  Sn  Sn3  1  0.35637655  0.64184234  0.54450746  1
  Sn  Sn4  1  0.77065004  0.88516820  0.07594809  1
  Sn  Sn5  1  0.28662695  0.39484077  0.27252359  1
  Sn  Sn6  1  0.70618716  0.14045834  0.91574684  1
  Sn  Sn7  1  0.45595652  0.16440204  0.38440428  1
  Sn  Sn8  1  0.73057752  0.91662278  0.64639237  1
  Sn  Sn9  1  0.19670291  0.75292600  0.33266653  1
"
11,"# generated using pymatgen
data_NdGdGa8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.59222979
_cell_length_b   5.89536260
_cell_length_c   8.89489646
_cell_angle_alpha   89.35334942
_cell_angle_beta   136.89450328
_cell_angle_gamma   107.07919729
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdGdGa8
_chemical_formula_sum   'Nd1 Gd1 Ga8'
_cell_volume   214.60923911
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  -0.07782523  0.01978289  0.69645097  1
  Gd  Gd1  1  0.68607958  0.46532374  0.27132905  1
  Ga  Ga2  1  0.56284863  0.41174094  0.55371510  1
  Ga  Ga3  1  0.18357206  0.59046800  0.24634902  1
  Ga  Ga4  1  0.12888609  0.03045437  0.15809896  1
  Ga  Ga5  1  0.49493971  0.90329028  0.18170686  1
  Ga  Ga6  1  0.61641735  1.06119207  -0.02821889  1
  Ga  Ga7  1  0.16771763  0.58783406  0.79785503  1
  Ga  Ga8  1  0.55643556  0.45609215  -0.14794577  1
  Ga  Ga9  1  0.13092862  1.03382150  0.47065965  1
"
12,"# generated using pymatgen
data_Sb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.24262654
_cell_length_b   13.34603821
_cell_length_c   11.10844468
_cell_angle_alpha   89.94523367
_cell_angle_beta   130.36972640
_cell_angle_gamma   88.76085113
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sb
_chemical_formula_sum   Sb18
_cell_volume   817.71745437
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.74764279  0.71006550  0.00985908  1
  Sb  Sb1  1  1.00122779  0.55833765  -0.02876899  1
  Sb  Sb2  1  0.04543726  0.17698802  0.01938133  1
  Sb  Sb3  1  0.52725494  0.54962414  0.23244340  1
  Sb  Sb4  1  0.39321032  0.87465425  0.90595814  1
  Sb  Sb5  1  0.29162114  0.05500709  0.31623294  1
  Sb  Sb6  1  0.16253644  0.23396143  0.42412353  1
  Sb  Sb7  1  0.42331026  0.36679983  0.71658269  1
  Sb  Sb8  1  0.77956089  0.35246759  0.37783420  1
  Sb  Sb9  1  0.77983283  1.01713717  0.44992410  1
  Sb  Sb10  1  0.84130804  0.07021338  0.72034260  1
  Sb  Sb11  1  0.36605823  0.07665838  0.97742491  1
  Sb  Sb12  1  0.36094718  0.52674512  0.52340474  1
  Sb  Sb13  1  0.93457397  0.96141096  0.99909521  1
  Sb  Sb14  1  1.01393003  0.52919724  0.57597502  1
  Sb  Sb15  1  0.11914472  0.76851448  0.97282979  1
  Sb  Sb16  1  0.51160642  0.51338295  0.95750073  1
  Sb  Sb17  1  1.00079676  0.41883482  0.22985658  1
"
13,"# generated using pymatgen
data_Mg2Ge7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.89753748
_cell_length_b   6.61372466
_cell_length_c   4.16520453
_cell_angle_alpha   83.12487704
_cell_angle_beta   89.06737628
_cell_angle_gamma   129.46280051
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2Ge7
_chemical_formula_sum   'Mg2 Ge7'
_cell_volume   228.42260144
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.60440676  0.12524279  0.12902877  1
  Mg  Mg1  1  0.15059642  0.58810846  0.61804261  1
  Ge  Ge2  1  0.40318527  0.15156333  0.61885032  1
  Ge  Ge3  1  0.80751809  0.18594042  0.60167059  1
  Ge  Ge4  1  0.95847781  0.56874474  0.13261760  1
  Ge  Ge5  1  0.33289081  0.56571698  0.11450016  1
  Ge  Ge6  1  0.83979972  0.58477108  0.63684307  1
  Ge  Ge7  1  0.46543044  0.58638058  0.59436762  1
  Ge  Ge8  1  0.26769469  0.12353163  0.14407927  1
"
14,"# generated using pymatgen
data_ZnGa3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.78953856
_cell_length_b   3.78953862
_cell_length_c   10.73823928
_cell_angle_alpha   90.00000102
_cell_angle_beta   90.00000081
_cell_angle_gamma   90.00000216
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnGa3
_chemical_formula_sum   'Zn2 Ga6'
_cell_volume   154.20758809
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.93000000  0.80000000  0.39905790  1
  Zn  Zn1  1  0.43000000  0.30000000  0.89776018  1
  Ga  Ga2  1  0.43000000  0.30000000  0.64975789  1
  Ga  Ga3  1  0.43000000  0.30000001  0.14328169  1
  Ga  Ga4  1  0.93000000  0.80000000  0.14518341  1
  Ga  Ga5  1  0.93000000  0.80000000  0.64759607  1
  Ga  Ga6  1  0.93000000  0.80000000  0.89807945  1
  Ga  Ga7  1  0.43000000  0.30000000  0.39928341  1
"
15,"# generated using pymatgen
data_Hf3Ti
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.94297656
_cell_length_b   4.94297658
_cell_length_c   4.95968870
_cell_angle_alpha   59.78707857
_cell_angle_beta   59.78707882
_cell_angle_gamma   60.22207620
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf3Ti
_chemical_formula_sum   'Hf3 Ti1'
_cell_volume   85.55199718
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.69000000  0.36000000  0.73000000  1
  Hf  Hf1  1  0.44000185  0.11000185  0.48009976  1
  Hf  Hf2  1  0.93999815  0.60999815  0.97990024  1
  Ti  Ti3  1  0.19000000  0.86000000  0.23000000  1
"
16,"# generated using pymatgen
data_Cs12Hg10Pd3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.59737810
_cell_length_b   16.63980309
_cell_length_c   13.16714528
_cell_angle_alpha   80.56561545
_cell_angle_beta   89.78496765
_cell_angle_gamma   73.64773881
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs12Hg10Pd3
_chemical_formula_sum   'Cs12 Hg10 Pd3'
_cell_volume   2195.60853941
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.91810687  0.17825170  0.60605633  1
  Cs  Cs1  1  0.63514642  0.59843369  0.42410597  1
  Cs  Cs2  1  0.49402664  0.94321604  0.27056831  1
  Cs  Cs3  1  0.15692615  0.43287402  0.10276297  1
  Cs  Cs4  1  0.53562062  0.27751193  0.97035207  1
  Cs  Cs5  1  0.03911221  0.78558289  0.79605162  1
  Cs  Cs6  1  0.32257235  0.78227844  0.08130487  1
  Cs  Cs7  1  0.82902556  0.29855448  0.06847894  1
  Cs  Cs8  1  0.30477060  0.27252493  0.56461385  1
  Cs  Cs9  1  0.87278890  0.76365826  0.49122939  1
  Cs  Cs10  1  0.35402115  0.82739697  0.53015429  1
  Cs  Cs11  1  0.85942123  0.26305074  0.05033433  1
  Hg  Hg12  1  0.20092832  0.08247105  0.42008166  1
  Hg  Hg13  1  0.97137418  0.59637736  0.27909693  1
  Hg  Hg14  1  0.50572208  0.15396667  0.35011450  1
  Hg  Hg15  1  -0.03140434  0.00925523  0.86968177  1
  Hg  Hg16  1  0.71414747  0.46802724  0.71418426  1
  Hg  Hg17  1  0.47636138  0.43009859  0.70773090  1
  Hg  Hg18  1  0.74234388  0.96088384  0.89213883  1
  Hg  Hg19  1  0.13373988  0.93966542  0.27204921  1
  Hg  Hg20  1  0.21045192  0.41307161  0.80397566  1
  Hg  Hg21  1  0.98447422  0.43437525  0.38408101  1
  Pd  Pd22  1  0.59685239  0.73021138  0.30875243  1
  Pd  Pd23  1  0.38470409  0.29556064  0.72640762  1
  Pd  Pd24  1  0.98876583  0.05270165  0.36569228  1
"
17,"# generated using pymatgen
data_TiMn7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.23603673
_cell_length_b   5.02863023
_cell_length_c   6.99807649
_cell_angle_alpha   135.75907609
_cell_angle_beta   132.06140840
_cell_angle_gamma   61.77470350
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiMn7
_chemical_formula_sum   'Ti1 Mn7'
_cell_volume   95.43323734
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.33563446  0.34264515  0.30607153  1
  Mn  Mn1  1  0.21409302  0.46987065  0.75119581  1
  Mn  Mn2  1  0.75908249  -0.05426201  0.82966652  1
  Mn  Mn3  1  0.79644729  0.84861224  0.22899934  1
  Mn  Mn4  1  0.77816828  0.48696262  0.31120757  1
  Mn  Mn5  1  0.78928069  0.33030032  0.78298353  1
  Mn  Mn6  1  0.26352893  0.83548687  0.26050645  1
  Mn  Mn7  1  0.26376482  -0.01961583  0.76936924  1
"
18,"# generated using pymatgen
data_In2Pb3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.12265497
_cell_length_b   5.93406580
_cell_length_c   22.29719656
_cell_angle_alpha   89.99996122
_cell_angle_beta   89.99991287
_cell_angle_gamma   90.00003190
_symmetry_Int_Tables_number   1
_chemical_formula_structural   In2Pb3
_chemical_formula_sum   'In4 Pb6'
_cell_volume   413.16794608
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.19000000  0.57000002  0.03176070  1
  In  In1  1  0.18999998  0.56999999  0.46760951  1
  In  In2  1  0.69000000  0.07000001  0.76009368  1
  In  In3  1  0.69000000  0.07000001  0.25242080  1
  Pb  Pb4  1  0.19000000  0.07000002  0.11327051  1
  Pb  Pb5  1  0.19000000  0.07000001  0.51209966  1
  Pb  Pb6  1  0.69000001  0.57000000  0.75886728  1
  Pb  Pb7  1  0.69000000  0.56999999  0.26058470  1
  Pb  Pb8  1  0.19000001  0.57000000  0.60128144  1
  Pb  Pb9  1  0.69000000  0.06999996  -0.01798827  1
"
19,"# generated using pymatgen
data_Rb2Ge5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.89257623
_cell_length_b   12.10429079
_cell_length_c   9.80982330
_cell_angle_alpha   147.10035658
_cell_angle_beta   132.06805104
_cell_angle_gamma   39.79163759
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2Ge5
_chemical_formula_sum   'Rb4 Ge10'
_cell_volume   448.46724722
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.31733304  -0.00815363  0.37278947  1
  Rb  Rb1  1  0.06498659  0.30150906  0.20738538  1
  Rb  Rb2  1  0.56457773  0.81412483  0.69574515  1
  Rb  Rb3  1  0.82356799  0.50960541  0.88919068  1
  Ge  Ge4  1  0.56082612  0.16685639  0.33449566  1
  Ge  Ge5  1  0.98345876  0.88550824  0.28073397  1
  Ge  Ge6  1  0.50173559  0.36175980  0.82781146  1
  Ge  Ge7  1  0.07465992  0.65182345  0.85082488  1
  Ge  Ge8  1  0.78233075  -0.00719388  0.76937483  1
  Ge  Ge9  1  0.27934703  0.50112452  0.32674217  1
  Ge  Ge10  1  0.86232532  0.08199248  0.16029924  1
  Ge  Ge11  1  0.81145481  0.05716776  0.59864293  1
  Ge  Ge12  1  0.29878053  0.53818582  0.11423368  1
  Ge  Ge13  1  0.38461582  0.55568974  0.71173053  1
"
